county,statevalue,fips(long),datevalue,lat(double precision),lon(double precision),cases(long),deaths(long),statecases(long),statedeaths(long),newcases(long),newdeaths(long),newstatecases(long),newstatedeaths(long)
Los Angeles,California,6037,02/28/2022 2:00:00 AM,34.30828379,-118.2282411,2800741,-32729,8997446,86026,0,0,0,0
Los Angeles,California,6037,03/01/2022 12:00:00 AM,34.30828379,-118.2282411,2802123,88440,9003969,86238,0,0,0,0
Los Angeles,California,6037,03/02/2022 12:00:00 AM,34.30828379,-118.2282411,2803476,31005,22873069,86286,0,0,0,0
Los Angeles,California,6037,03/03/2022r 12:00:00 AM,18.72668707433327,-118.2282411,2803476,31005,9005322,86286,0,0,0,-175
Los Angeles,California,6037,03/04/2022 12:00:00 AM,34.30828379,-118.2282411,2805119,31046,9016117,86631,0,0,0,0
Los Angeles,California,6037,03/05/2022 12:00:00 AM,39.29813461142665,-72.49113823838954,2805949,31084,9019399,86699,0,106,0,0
Los Angeles,California,6037,03/06/2022 12:00:00 AM,34.30828379,-118.2282411,2807057,31138,9023993,86908,0,0,0,0
Los Angeles,California,6037,01/01/2022 12:00:00 AM,34.30828379,-118.2282411,1806828,27698,5808171,248870,26674,27,39356,278
Los Angeles,California,6037,02/01/2022 12:0:00 AM,34.30828379,-118.2282411,2710362,29280,8610606,80917,0,0,26,0
Los Angeles,Califorwnia,6037,03/07/2022 12:00:00 AM,34.30828379,-118.2282411,2808409,31178,9030973,87077,0,0,0,0
Los Angeles,California,6037,04/19/2022 12:00:0e0 AM,34.30828379,-67.57923745349417,2859799,31924,9192666,90014,0,0,0,0
Los Angeles,California,6037,05/27/2022 12:00:00 AM,34.30828379,-118.2282411,2974197,32129,9570326,91311,0,0,0,0
Los Angeeles,California,4561,05/28/2022 12:0n0:00 AM,34.30828379,-118.2282411,2976323,32133,9614222,91382,0,0,0,0
LosA ngeles,California,6037,05/29/2022 12:00:00 AM,34.30828379,-118.2282411,2980708,32136,9618950,91406,0,0,0,0
Los vAngeles,California,6037,05/30/2022 12:00:00 AM,34.30828379,-118.2282411,2985665,32146,9623913,91427,0,0,0,0
Los Angeles,California,6037,05/31/2022 12:00:00 AM,35.64566062435827,-118.2282411,2990651,32154,9661436,91502,0,-62,0,0
Los Angeles,California,6037,06/01/2022 12:00:00 AM,34.30828379,-118.2282411,2990651,32154,9661436,91502,0,0,0,0
Los Angeles,Califoria,6037,06/02/2202 12:00:00 AM,34.30828379,-118.2282411,2990651,74576,-14129060,91502,0,0,0,0
Los Angeles,California,6037,06/03/2022 12:00:00 AM,34.30828379,-81.37993086109756,3004975,32168,9675780,91516,0,0,0,0
Los Angeles,California,6037,06/04/2022 12:00:00 AM,31.507888388172624,-118.2282411,3008619,32178,9730176,-95696,0,0,0,0
Los Angeles,California,6037,06/05/2022 12:00:00 AM,34.30828379,-118.2282411,3014758,32186,9736634,91595,0,0,0,0
Los Angeles,California,6037,06/06/2022 12:00:00 AM,34.30828379,-112.81452164057568,3019550,32193,9741437,91609,0,0,0,0
Los Angeles,California,6037,06/07/2022 12:00:00 AM,34.30828379,-118.2282411,8607581,32201,9790329,91697,0,0,0,0
Los Angeles,California,6037,06/08/2022 12:00:00 AM,34.30828379,-160.58361106616854,3025694,32201,29655883,91696,0,0,0,-1
Los Angeles,California,6037,06/08/2022 12:00:00 AM,34.30828379,-118.2282411,3025694,32201,9790329,91696,0,0,0,-1
Los Angeles,California,7466,06/09/2202 12:00:00 AM,34.30828379,-118.2282411,3025694,32201,9790329,91696,5504,0,0,0
Los Angeles,California,6037,06/10/2022 12:00:00 AM,34.30828379,-118.2282411,3038588,32218,9803246,91713,0,0,0,0
Los Angeles,California,6037,06/11/2022 12:00:00 AM,32.38802970560934,-118.2282411,3041815,32227,27818386,-97429,0,0,0,0
Los Angeles,California,8724,06/12/2022 12:00:00 AM,34.30828379,-118.2282411,3047469,32236,9857418,91821,0,0,0,0
Losm Angeles,California,6037,06/13/2022 12:00:00 AM,34.30828379,-61.40363448046888,8523143,32245,9861896,91832,0,0,445,0
Los Angeles,California,6037,06/14/2022 12:00:00 AM,34.30828379,-118.2282411,3057004,98207,9894792,91922,0,0,0,0
Los Angeles,California,6037,06/15/2022 12:00:00 AM,34.30828379,-118.2282411,-4383907,32250,30811740,91922,0,0,0,0
Los Angeles,California,5576,06/16/2022 12:00:00 AM,34.30828379,-118.2282411,3069037,32261,9906825,91933,12033,-69,12033,11
Los Angqeles,California,6037,06/17/2022 12:00:00 AM,34.30828379,-118.2282411,3071314,32263,9957527,237878,2277,2,50702,59
Los Angeles,California,6037,06/19/2022 12:00:00 AM,34.30828379,-118.2282411,-3755979,32271,9963596,92008,0,0,0,0
Los Ageles,California,6037,06/20/2022 12:00:00 AM,34.30828379,-118.2282411,3082401,32283,9969181,92035,0,0,0,0
Los Angeles,California,6037,06/21/2022 12:00:00 AM,34.30828379,-66.36830862485283,3088482,32291,10024838,92113,0,0,0,0
Los Angeles,California,6037,06/22/2022 12:00:00 AM,34.30828379,-118.2282411,3088482,32291,10024838,92113,0,0,0,0
Los Angeles,California,6037,06/23/2022 12:00:00 AM,34.88407685103035,-118.2282411,3088482,32291,10024838,92113,0,0,0,326
Los Angeles,California,6037,06/24/2022 12:00:00 AM,34.30828379,-118.2282411,3102110,32308,10038493,92131,0,0,0,0
Los Angees,California,6037,06/25/2022 12:00:00 AM,34.30828379,-118.2282411,3105867,32316,26277281,92207,0,0,0,0
Los Angeles,Californai,6037,06/26/2022 12:00:00 AM,34.30828379,-118.2282411,3112364,32325,10096131,-101126,0,0,0,0
Los Angeles,California,6037,06/27/2022 12:00:00 AM,34.30828379,-118.4990692783946,3118053,32334,10101831,-105552,0,108,0,0
Los Angeles,California,6037,06/28/2022 12:00:00 AM,34.30828379,-118.2282411,3125299,32344,10157114,92386,0,0,0,0
Los Angeles,California,6037,06/29/2022 12:00:00 AM,45.05102472746212,-118.2282411,3125299,32344,10157114,92386,0,0,0,0
Los Angeles,California,6037,06/30/2022 12:00:00 AM,30.771438936908943,-118.2282411,9180412,32344,10157114,92386,0,0,0,0
Los Angeles,California,6037,07/01/2022 12:00:00 AM,34.30828379,-118.2282411,3140615,32361,10172430,92403,0,0,0,0
Los nAgeles,California,6037,07/02/2022 12:00:00 AM,34.30828379,-118.2282411,3143536,83105,10224139,92475,0,0,0,0
Los Angeles,California,6037,07/03/2022 12:00:00 AM,34.30828379,-118.2282411,3148370,32385,10229276,92510,0,0,0,0
Los Angeles,California,6037,07/04/2022 12:00:00 AM,27.68069624158492,-173.83241296884515,3153690,32397,10234613,92530,0,0,0,0
Los Angeles,gCalifornia,6037,07/05/2022 12:00:00 AM,34.30828379,-113.41533203525988,3153690,88936,10274349,92629,0,0,0,0
Los Angeles,California,6037,07/06/2022 12:00:00 AM,34.30828379,-118.2282411,3153690,32397,10274349,92629,0,0,0,0
LosAngeles,Clifornia,6037,01/02/2022 12:00:00 AM,34.30828379,-77.33898838598364,1843922,27728,5894761,76792,37094,30,86590,32
Los Angeles,California,6037,01/07/2022 12:00:00 AM,34.30828379,-118.2282411,2010964,27798,6313572,77203,0,0,0,0
Los Angeles,Californa,6037,03/08/2022 12:00:00 AM,38.44220733428776,-118.2282411,2810308,31225,9035948,87219,0,0,0,0
Los Angeles,California,6037,03/09/2022 12:00:00 AM,34.30828379,-118.2282411,2811864,31275,9037504,87269,0,0,0,0
Los Angeles,California,6037,03/10/2022 12:00:00 AM,33.74442997448524,-118.2282411,2811864,31275,9037504,87269,0,0,0,0
Los Angeles,Californiua,7768,03/11/2022 12:00:00 AM,34.30828379,-118.2282411,2813689,81288,9046404,87566,0,0,0,0
Los Angeles,California,6037,03/12/2022 12:00:00 AM,34.30828379,-118.2282411,2814409,31343,9047972,87607,0,0,0,0
Los Angeles,California,7100,03/13/2022 12:00:00 AM,34.30828379,-92.08633724646788,2815379,31372,9050936,87750,-3352,0,0,0
Los Angeles,California,6037,03/14/2022 12:00:00 AM,34.30828379,-118.2282411,2817190,31408,9055973,87888,0,0,0,0
Losd Angeles,California,3725,03/15/2022 12:00:00 AM,34.30828379,-118.2282411,2820159,31443,9062442,88004,0,0,0,0
Los Angeles,California,4466,03/16/2022 12:00:00 AM,34.30828379,-91.74228587947032,2823354,31462,9065637,88024,0,0,0,0
Los Angeles,California,6037,04/20/2022 12:00:00 AM,34.30828379,-118.2282411,2859799,31924,9192666,90014,0,0,0,0
Los Angeles,California,6037,04/21/2022 12:00:00 AM,34.30828379,-118.2282411,2859799,31924,9192666,90014,0,0,0,0
Los Angeles,California,6037,04/22/2022 12:00:00 AM,34.30828379,-118.2282411,2864284,31938,9197251,225516,0,0,0,0
Los Angeles,California,6037,04/23/2022 12:00:00 AM,34.30828379,-118.2282411,2865825,31941,9213640,90136,0,0,0,0
Los Angeles,California,6037,04/24/2022 1x2:00:00 AM,34.30828379,-78.31986196159465,7483554,31951,9215397,90168,0,0,0,0
Los Angeles,California,5893,04/25/2022 12:00:00 AM,34.61486756949249,-118.2282411,2869785,31959,9217769,90176,0,0,0,0
Los Angeles,California,6037,04/26/2022 12:00:00 AM,34.30828379,-136.24701367933395,2872203,31959,9236835,90329,0,0,0,0
Los Angeles,California,6037,04/27/2022 12:0:00 AM,34.30828379,-118.2282411,2872203,31959,9236835,90329,0,0,0,0
Los Anrgeles,California,6037,04/28/2022 12:00:00 AM,34.30828379,-118.2282411,2872203,31959,9236835,90329,0,0,2530,0
Los Angles,California,6037,04/29/2022 12:00:00 AM,34.30828379,-118.2282411,2877960,31970,9242735,-110457,0,0,0,0
Los Anglees,Califorxnia,6037,04/30/2022 12:00:00 AM,34.30828379,-118.2282411,2879817,31977,9261886,90442,5419,0,0,0
Los Angeles,California,6037,05/01/2022 12:00:00 AM,34.30828379,-118.2282411,2882279,31982,9264611,90471,0,0,0,0
Los Angeles,Califofrnia,6037,05/02/2022 12:00:00 AM,42.39582020856651,-118.2282411,2882279,31982,9264611,90471,0,0,0,0
Los Angeles,Clifornia,6037,05/03/2022 12:00:00 AM,34.30828379,-118.2282411,2888408,31991,9288293,90497,0,0,0,-188
Lo sAngeles,California,6037,05/042/022 12:00:00 AM,50.16028308796879,-118.2282411,2888408,31991,9288293,90497,0,0,0,0
Los Angeles,California,6037,05/05/2022b 12:00:00 AM,34.30828379,-118.2282411,2888408,31991,9288293,90497,0,0,0,0
Los Angeles,California,6037,05/06/2022 12:0:00 AM,34.30828379,-118.2282411,2895400,31996,9295307,90503,0,0,0,0
Los Angeles,California,6037,05/07/2022 12:00:00 AM,34.30828379,-118.2282411,2897513,32000,9320578,90611,0,0,0,0
Los Angeles,California,6037,05/08/2022 12:00:00 AM,34.30828379,-177.20545670292242,2900449,32007,26430270,90623,0,0,0,0
Los Angeles,California,6037,05/09/2022 12:00:00 AM***,34.30828379,-118.2282411,2903779,-39612,9327154,90646,0,0,0,0
Los Angeles,California,6037,05/10/2022 12:00:00 AM,34.30828379,-118.2282411,2907721,32022,9349673,90782,0,0,0,0
Los Angeles,Califonria,6037,05/11/2022 12:00:00 AM,34.30828379,-118.2282411,2907721,32022,9349673,90780,0,0,0,0
Los Angeles,California,6037,05/12/2022 12:00:00 AM,34.30828379,-118.2282411,2907721,32022,9349673,90782,0,0,0,0
Los Angeles,California,6037,05/13/2022 12:00:00 AM,34.30828379,-118.2282411,-4633455,32037,9357665,90799,0,0,0,0
Los Angeles,California,6037,05/14/2022 12:00:00 AM,34.30828379,-118.2282411,2917892,73272,9398581,90887,0,0,0,0
yLos Angeles,California,4891,05/15/2022 12:00:00 AM,34.30828379,-118.2282411,2922210,32055,-12485375,90904,0,0,0,0
Los Angeles,Coalifornia,4514,05/16/2022 12:00:00 AM,34.30828379,-118.2282411,2926848,99793,29051323,90918,0,0,0,0
Los Angeles,California,6037,05/17/2022 12:00:00 AM,34.30828379,-118.2282411,-4022577,32074,9449915,91044,0,0,0,-162
Los Angeles,California,7544,05/18/2022 12:00:00 AM,17.75403305259389,-118.2282411,2929950,32074,9449915,91044,0,0,0,0
Los Angeles,California,7196,05/19/20l22 12:00:00 AM,34.30828379,-118.2282411,2929950,32074,9449915,223244,0,0,0,0
Los Angeles,California,6037,05/20/2022 12:00:00 AM,34.30828379,-118.2282411,2942149,32086,9462134,91057,-3416,0,0,0
Los Angeles,California,3328,05/21/2022 12:00:00 AM,34.30828379,-175.12724054736017,2945669,32095,9506402,254208,0,0,0,0
Los Angeles,California,6960,05/22/2022 12:00:00 AM,34.30828379,-118.2282411,2949830,-36921,9510881,91176,0,0,0,0
Los Angeles,Califtornia,6037,05/23/2022 12:00:00 AM,34.30828379,-118.2282411,2955954,97133,9517026,91199,0,0,0,-173
Los Angees,California,6037,01/05/2022 12:00:00 AM,34.30828379,-118.2282411,1967443,27785,6085177,77056,45553,13,47661,13
Los Angeles,California,6037,05/2f4/2022 12:00:00 AM,34.30828379,-118.2282411,2961673,32117,9557802,91299,0,0,0,0
Los Angeles,Califmornia,6037,06/07/2022 12:00:00 AM,21.664977073496928,-118.2282411,3025694,32201,25965048,91697,0,-67,0,0
Los Angeles,California,6037,06/18/2022 12:0m0:00 AM,34.30828379,-113.93534223589177,-4042711,32263,9957527,91992,0,0,0,0
Los Angeles,California,6037,07/07/2022 12:00:00 AM,34.30828379,-118.2282411,3153690,32397,10274349,92629,0,0,0,0
Los Angeles,California,6037,08/21/2022 12:00:00 AM,34.30828379,-118.2282411,3390012,-34641,11022585,94625,0,0,0,0
Lo Angeles,Calfiornia,6037,08/22/2022 12:00:00 AM,34.30828379,-118.2282411,3392984,33076,11025557,94644,0,0,0,0
Los Angeles,California,6037,08/23/2022 12:00:00 AM,34.30828379,-118.2282411,8923245,33096,11057328,94812,0,0,0,0
Los Angeles,Cawlifornia,6037,01/06/2022 12:00:00 AM,34.30828379,-118.2282411,2010964,74941,6313572,245195,43521,13,228395,147
Los Angeles,California,6037,05/25/2022 12:00:00 AM,34.30828379,-118.2282411,2961673,32117,9557802,91299,0,0,0,0
Los Angeles,California,6037,05/26/2022 12:00:00 AM,34.30828379,-167.33929215795175,2961673,32117,9557802,91299,0,0,0,0
Los Angeles,California,6037,07/08/2022 12:00:00 AM,34.30828379,-81.3817934014235,3178242,32451,23947752,92684,0,0,0,0
Los Angelebs,Califoria,6037,07/09/022 12:00:00 AM,34.30828379,-113.0712234606028,3183359,32464,10360542,-113003,0,0,0,-189
Los Angeles,California,4412,07/10/2022 12:00:00 AM,34.30828379,-118.2282411,3189901,32478,10367437,92784,0,0,0,0
Los Angeles,Califorfnia,6037,07/11/2022 12:00:00 AM,50.83036751556293,-118.2282411,3198377,32492,10375920,92805,0,0,0,0
Los Angeles,California,6037,07/12/2022 12:00:00 AM,34.30828379,-118.2282411,3207071,32508,10397268,92904,0,0,0,0
Los Angeles,California,6037,07/13/2022 12:00:00 AM,34.30828379,-155.3028150690609,3207071,100087,10436723,92903,0,0,0,0
Los Angeles,California,6037,07/14/022 12:00:00 AM,34.30828379,-118.2282411,3207071,32508,28047998,92903,0,0,0,0
Los Angeles,California,6037,07/15/2022 12:00:00 AM,34.30828379,-112.09292031938142,8588434,32537,24300857,-126432,0,105,0,0
Los Arngeles,Californai,3272,07/16/2022 12:00:00 AM,34.30828379,-118.2282411,3230019,32549,10508352,93003,-3384,0,0,0
Los Angeles,California,6037,07/17/2022 12:00:00 AM,21.733679702131173,-118.2282411,7415212,-34696,10515406,93046,0,0,0,0
Los Angeles,California,3264,07/18/2022 12:00:00 AM,34.30828379,-118.2282411,3245259,32584,10524049,93076,0,0,0,0
Los Angeles,California,6037,07/19/2022 12:00:00 AM,34.30828379,-87.29311859209935,3253323,32604,10580256,93209,0,0,0,0
Los Angeles,aClifornia,6037,07/20/2022 12:00:00 AM,34.30828379,-118.2282411,3253323,32604,-11618666,93209,0,0,0,0
Los Angeles,California,6037,07/21/2022 12:00:00 AM,34.30828379,-118.2282411,3253323,32604,10580256,93209,0,0,0,317
Los Angeles,California,6037,07/22/2022 12:00:00 AM,34.30828379,-118.2282411,-4534053,32637,10595521,93243,0,0,0,0
Los Angelse,California,6037,07/23/2022 120:0:00 AM,34.30828379,-118.2282411,3272097,32654,10644446,273835,-3800,0,0,0
Los Angees,Calyifornia,6037,07/24/2022 12:00:00 AM,34.30828379,-118.2282411,3279517,32674,10652220,93355,0,0,0,0
Los Angeles,California,6037,07/25/2022 12:00:00 AM,34.30828379,-130.2756856968153,3286471,32691,-14340437,93372,0,0,0,0
Los Angeles,California,6037,07/26/2022 12:00:00 AM,34.30828379,-118.2282411,3286471,-35510,10696343,93474,-6221,-17,-6221,-17
Los Angeles,California,6037,07/2a7/2022 12:00:00 AM,34.30828379,-126.5251428197036,3286471,32691,10696343,93474,-6221,-17,-6221,-170
Los Angeles,California,6037,07/28/2022 12:00:00 AM,34.30828379,-116.01713040728896,3286471,32691,-13041023,93474,-6221,-17,-6221,-17
Los Angeles,California,6037,07/29/2022 12:00:00 AM,34.30828379,-122.54049922134318,3286471,32691,10696343,93474,-19501,-56,-19501,-56
Los Angeles,California,6037,07/30/2022 12:00:00 AM,34.30828379,-118.2282411,3286471,32691,-12566111,93474,-22814,-72,-65355,-135
Los Angeles,California,6037,07/31/2022 12:00:00 AM,34.30828379,-78.26265455289439,8154842,32785,10768334,93655,0,0,0,0
Los Angeles,California,6037,08/01/2022 12:00:00 AM,34.30828379,-121.06435980974756,3320781,32807,10773393,93688,0,0,0,286
Los Angeles,California,6037,08/02/2022 12:00:00 AM,34.30828379,-118.2282411,3325622,32826,10810291,234759,-3253,0,0,0
Los Angeles,California,6037,08/03/2022 12:00:00 AM,34.30828379,-118.2282411,3325622,80792,10810291,93816,0,0,0,314
Los Angeles,California,6037,08/04/2022 12:00:00 AM,34.30828379,-118.2282411,3325622,32826,-15525366,93816,0,0,0,289
Los Angeles,California,6037,08/05/2022 12:00:00 AM,34.30828379,-118.2282411,3335973,32856,10820659,93846,0,0,0,0
Los Angeles,California,6037,08/06/2022 12:00:00 AM,34.30828379,-118.2282411,3338352,-37004,10824009,251521,0,0,0,0
Los Angeles,California,6037,08/07/2022 12:00:00 AM,34.30828379,-173.13739292789214,3342851,32888,10861313,93958,0,0,0,0
Los Angeles,California,5722,08/08/202212:00:00 AM,34.30828379,-141.81819698899028,3347143,32903,10865618,93981,0,0,0,0
Los Angeles,California,6037,08/09/2022 12:00:0u0 AM,34.30828379,-118.2282411,-4911342,32922,10901301,-117096,0,0,0,0
Los Angeles,California,6037,08/10/2022 12:00:00 AM,34.30828379,-118.2282411,3351082,32922,10901301,94119,0,0,0,0
Los Angeles,California,6037,8/11/2022 12:00:00 AM,34.30828379,-118.2282411,3351082,-30740,10901310,94119,0,0,0,0
Los Angeles,Califonia,6037,08/12/2022 12:00:00 AM,34.30828379,-118.2282411,3361061,32948,10911292,94147,5973,0,0,0
Los Angeles,California,6037,08/13/2022 12:00:00 AM,34.30828379,-118.2282411,3363706,-30997,10942596,94240,0,-62,0,324
Los Angeles,Califqornia,6037,08/14/2022 12:00:00 AM,34.30828379,-118.2282411,3368366,32975,10947264,94276,-3553,0,0,0
Los Angeles,California,6037,08/15/2022 12:00:00 AM,34.30828379,-118.2282411,3371673,32991,10950572,94298,0,0,0,0
Los Angeles,California,6037,08/16/2022 12:00:00 AM,34.30828379,-118.2282411,3371673,32991,10978199,94440,0,0,0,-182
Los Angeles,California,6037,08/17/2022 12:00:00A M,34.30828379,-118.2282411,3371673,32991,10978199,94440,0,0,0,0
Los Angeles,California,7323,08/18/2022 12:00:00 AM,34.30828379,-118.2282411,3371673,32991,10978199,94440,0,0,0,0
Los Angelse,California,6037,08/19/2022 12:00:00 AM,34.30828379,-118.2282411,3383792,33027,10990337,94476,0,0,0,0
Los Angeles,California,6037,08/20/2022 12:00:00 AM,34.30828379,-118.2282411,3386161,33041,11018223,94590,5939,-71,0,0
Los Angeles,California,6037,03/24/2020 12:00:00 AM,34.30828379,-118.2282411,1465,26,5110,147,0,0,431,48
Los Angeles,California,6037,03/25/2020 12:00:00 AM,28.7176231673012,-118.2282411,1829,32,5863,129,364,6,753,-18
Lo Angeles,California,6037,03/26/2020 12:00:00 AM,34.30828379,-118.2282411,2474,44,7155,149,645,12,1292,20
Lovs Angeles,California,6037,03/27/2020 12:00:00 AM,34.30828379,-118.2282411,3019,54,8233,-107741,545,10,1078,24
Los Angeles,California,6037,03/28/2020 12:00:00 AM,20.45896703014076,-118.2282411,3518,64,9431,200,499,10,1198,27
Los Angeles,California,6037,03/29/2020 12:00:00 AM,34.30828379,-118.2282411,8481886,78,10809,241,527,14,1378,41
Los Angeles,California,5448,03/30/2020 12:00:00 AM,34.30828379,-118.2282411,7327968,89,27393224,267,521,11,1235,26
Los Angeles,California,6037,3/31/2020 12:00:00 AM,34.30828379,-83.19479350241653,4605,93,26885829,287,-3783,4,795,20
Los Angeles,California,6037,04/01/2020 12:00:00 AM,34.30828379,-118.2282411,5955,132,15035,351,1350,39,2196,64
Los Angeles,California,6037,04/02/2020 12:00:00 AM,34.30828379,-166.00611870124828,6377,147,16041,384,422,15,1006,33
Los Angeles,California,6037,04/03/2020 12:00:00 AM,34.30828379,-118.2282411,6936,169,17369,431,559,22,1328,47
Los Angeles,Calfiornia,6037,04/04/2020 12:00:00 AM,34.30828379,-118.2282411,7559,198,18934,497,-3248,29,1565,66
Los Angeles,California,6037,04/05/2020 12:00:00 AM,34.30828379,-118.2282411,7955,223,19745,551,6208,25,811,54
Los Angeles,California,6037,04/06/2020 12:00:00 AM,34.30828379,-118.2282411,8443,-36851,23467242,590,488,19,1375,39
Los Angeles,California,6037,04/07/2020 12:00:00 AM,34.30828379,-70.75432344428832,8453,244,21720,609,10,2,600,19
Los Angeles,Californai,6275,04/08/2020 12:00:00 AM,44.40647426539948,-103.40477271451316,8894,269,22810,645,441,25,1090,36
Los Angeles,California,6037,04/09/2020 12:00:00 AM,34.30828379,-118.2282411,9433,322,23959,711,539,53,1149,66
Los Angeles,California,6037,04/10/20n20 12:00:00 AM,34.30828379,-130.50521484278937,10047,74925,25460,776,614,38,1501,-188
Los Angeles,California,3486,04/11/2020 12:00:00 AM,34.30828379,-118.2282411,10517,405,27894197,872,470,45,1259,96
Los Angeles,California,6037,04/12/2020 12:000:0 AM,34.30828379,-118.2282411,10854,457,27687,963,337,-67,968,91
Los Angeles,lCalifornia,6037,04/13/220 12:00:00 AM,34.30828379,-118.2282411,11400,-34404,29470,1045,546,40,1783,82
Los Angeles,California,8624,04/14/2020 12:00:00 AM,36.72511820227752,-118.2282411,12021,576,30805,1145,621,79,1335,100
Los Angeles,California,6037,04/15/20o20 12:00:00 AM,48.20920499311749,-118.2282411,12341,600,31660,1185,320,24,855,40
Los Angeles,California,6037,04/16/2020 12:00:00 AM,34.30828379,-118.2282411,13823,619,33946,1224,1482,19,2286,39
Los Angeles,California,6037,04/17/2020 12:00:00 AM,34.30828379,-118.2282411,15153,663,35793,1289,1330,44,1847,65
Los Angeles,California,6037,04/18/2020 12:00:00 AM,34.30828379,-118.2282411,16447,732,37739,-114508,1294,69,1946,140
Los Angeles,California,6037,04/19/2020 12:00:00 AM,29.78137953184113,-132.5812227506404,17537,797,39946,1530,1090,-69,2207,101
Los Angeles,California,6037,04/20/2020 12:00:00 AM,34.30828379,-118.2282411,18545,850,41803,1622,1008,53,1857,92
Los Angeles,California,6037,04/21/2020 12:00:00 oAM,34.30828379,-118.2282411,19133,895,27126963,1689,588,45,968,67
Los Angeles,California,6037,04/22/2020 12:00:00 AM,34.30828379,-118.2282411,19567,916,43888,1727,434,21,1117,38
Los Angeles,California,6037,04/23/2020 12:00:00 AM,34.30828379,-166.93564103998463,20423,944,45387,1782,856,28,1499,55
Los Angeles,California,6037,042/4/2020 12:00:00 AM,34.30828379,-118.2282411,20996,1002,46714,1861,5443,58,1327,79
Los Angeles,California,4440,04/25/2020 12:00:00 AM,34.30828379,-118.2282411,22485,1056,49310,1950,1489,54,2596,89
Los Angeles,California,6037,04/26/2020 12:00:00 AM,34.30828379,-118.2282411,-4050575,-31908,50712,2029,735,55,1402,79
Los Angeles,California,6037,04/27/2020 12:00:00 AM,34.30828379,-118.2282411,24262,1174,52536,2128,1042,63,1824,-199
Los Angeles,California,6037,04/28/2020 12:00:00 AM,34.30828379,-103.77685493863513,24894,1209,53833,2182,632,35,1297,54
Los Angeles,California,6037,04/29/2020 12:00:00 AM,34.30828379,-118.2282411,25699,1231,55323,2220,805,22,1490,38
Loms Angeles,California,6037,04/30/2020 12:00:00 AM,34.30828379,-118.2282411,26225,1257,56419,2284,526,26,1096,64
Los Angeles,California,6037,05/01/2020 12:00:00 AM,34.30828379,-59.30009003276857,-4056245,1315,-15781311,-109163,1611,58,2620,99
Los Angeles,Califorpnia,6037,05/02/2020 12:00:00 AM,34.30828379,-82.53051840205629,28665,1369,61245,2466,829,54,2206,83
Los Angeles,Californa,7480,05/03/2020 12:00:00 AM,34.30828379,-118.2282411,29511,1418,62869,2538,846,49,1624,72
Los Angeles,California,6037,05/04/2020 12:00:00 AM,34.30828379,-118.2282411,30319,1470,64564,2617,808,52,1695,79
Los Angeles,California,6037,05/05/2020 12:00:00 AM,34.30828379,-135.4730916004742,31241,1515,67285,-111145,922,45,2721,75
Los Angeles,California,6037,05/06/2020 12:00:00 AM,34.30828379,-118.2282411,8226459,1531,68231,2723,462,16,946,31
Los Angeles,California,6037,05/07/2020 12:00:00 AM,41.17278706295711,-118.2282411,32263,1570,70039,2785,560,39,1808,62
Los Angeles,California,6037,05/08/2020 12:00:00 AM,34.30828379,-118.2282411,33211,1616,71770,-99393,948,46,1731,99
Los Angeles,California,8438,05/09/2020 12:00:00 AM,34.30828379,-118.2282411,34538,1660,73603,2954,1327,44,1833,70
Los Angeles,California,6037,05/10/2020 12:00:00 AM,34.30828379,-118.2282411,-3911845,1711,-11775728,3054,854,51,1977,100
Los Angeles,California,6037,05/11/2020 12:00:00 AM,34.30828379,-118.2282411,36316,1753,77427,3136,924,42,1847,82
Los Angeles,California,6037,05/12/2020 12:00:00 AM,34.30828379,-118.2282411,37360,-33375,79471,3206,1044,40,2044,302
Los Angeles,California,6037,05/13/2020 12:00:00 gAM,34.30828379,-118.2282411,38011,1821,80809,3240,651,28,1338,34
Los Angeles,California,6037,05/14/2020 12:00:00 AM,34.30828379,-118.2282411,7451701,1840,82320,3282,447,19,1511,42
Los Angeles,California,6037,05/15/2020 12:00:00 AM,34.30828379,-118.2282411,39573,1913,84635,3405,1115,73,2315,123
Los Angeles,California,6037,05/16/2020 12:00:00 AM,34.30828379,-118.2282411,40895,1973,86839,3498,1322,-68,2204,93
Los Angeles,California,6037,05/17/2020 12:00:00 AM,34.30828379,-97.08167258959062,42037,2016,88951,224474,1142,43,2112,81
Los Angeles,California,6037,05/18/2020 12:00:00 AM,34.30828379,-118.2282411,43070,2053,91239,3661,1033,37,2288,82
Los Angeles,California,6037,05/19/2020 12:00:00 AM,34.30828379,-118.2282411,44121,2092,93404,228017,1051,39,2165,-195
Los Angeles,California,6037,05/20/2020 12:00:00 AM,23.25800639785328,-118.2282411,45017,2106,94818,3751,896,14,1414,268
Los Angeles,California,6037,05/21/2020 12:00:00 AM,34.30828379,-118.2282411,46023,2116,97152,3766,1006,10,2334,15
Los Angeles,California,6037,05/22/2020 12:00:00A M,34.30828379,-118.2282411,7808715,-38026,100312,3816,1822,29,3160,50
Los Angeles,California,3150,05/23/2020 12:00:00 AM,34.30828379,-118.2282411,48761,2201,102035,3894,916,56,1723,78
Los Angeles,California,6037,05/24/2020 12:00:00 AM,34.30828379,-118.2282411,49860,2241,104893,3986,6095,40,2858,92
Los Angeles,California,6037,05/25/2020 12:00:00 AM,34.30828379,-113.27460221577884,9283826,2294,107723,4071,1818,53,2830,85
