X,Y,ProjectID,AppNum,AppType,ProjectName,ProjectTown,District,Status,Description,GisLatitude,GisLongitude,LINK
512528.217835478,127997.81536968,10957,3W0930,Minor,Vermont RSA Ltd. Partnership / Hartford,Hartford,03,Permit,"CONSTRUCTION OF A 69-FOOT TELECOMMUNICATIONS TOWER DISGUISED AS A PINE TREE, WITH 12, FOUR-FOOT ANTENNAS, 1 12-FOOT BY 30-FOOT BY 10-FOOT SHELTER",43.6521309720001,-72.3446977149999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0930
507708.71025458,124001.997202546,10958,3W0935,Major,"Weglarz, Eric and Michelle",Hartland,03,Permit,PREVIOUS CONSTRUCTION OF A 53' X 32' STORAGE FACILITY WITH AN 8' OVERHANG FOR EQUIPMENT STORAGE.,43.6162054490001,-72.40453602,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0935
483412.321970452,107597.501806645,10959,3W0936,Major,"Patch Brook Development, LLC",Plymouth,03,Denied,THIRTY-ONE LOT SUBDIVISION FOR 29 NEW SINGLE FAMILY HOMES.,43.468371597,-72.705028386,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0936
479112.450406746,119586.044418931,10963,3W0937,Minor,Farm & Wilderness / Resource Building,Plymouth,03,Permit,"CONSTRUCT A 5,440 SF, 3,300 SF FOOTPRINT, WOOD-FRAMED RESOURCE BUILDING CONTAINING MAINTENANCE SHOPS, STORAGE AND STAF OFFICES FOR THE CAMP OPERATION",43.5761518460001,-72.7586196939999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0937
497705.727130925,118265.184410266,10965,3W0938,Minor,"Holmes, Glenn / Kedron Valley Garage",Woodstock,03,Permit,PREVIOUS CONSTRUCTION OF AN AUTOBODY SHOP AND AN AUTO REPAIR SHOP.,43.56460581,-72.5284107749999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0938
496017.680693063,146030.421805753,10966,3W0939,Minor,"Tessier, Angela",Royalton,03,Dismissed,CONVERSION OF A SINGLE-FAMILY HOME INTO A DAY CARE CENTER WITH 24 CHILDREN AND STAFF AND TO CONSTRUCT A 56-FOOT BY 160-FOOT STOCKADE FENCE FOR AN,43.8145166790001,-72.549538779,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0939
514896.762790406,133046.718536545,10967,3W0941,Major,Dresden School District / athletic field,Norwich,03,Permit,"CONSTRUCTION OF TWO MULTI-PURPOSE ATHLETIC FIELDS, A 100-SPACE PARKING AREA; TWO BLEACHERS, TO DUGOUTS AND AN IRRIGATION SYSTEM.",43.6974858470001,-72.315173483,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0941
512643.358585555,126831.463127522,10969,3W0943,Major,"Ciardelli, Andrea / Legere, Emile / Krif",Hartford,03,Permit,"CREATION OF A THREE-LOT SUBDIVISION; CONSTRUCTION OF 2,285 FEET OF ROAD; AND RELATED INFRASTRUCTURE.",43.6416222720001,-72.34331436,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0943
497874.667475756,116009.807559453,10976,3W0944,Minor,CVPS / Verizon New England,Woodstock,03,Permit,"CONSTRUCT APPROXIMATELY 3,600 FEET OF SINGLE-PHASE ELECTRICAL DISTRIBUTION LINE.",43.5443371690001,-72.5263435539999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0944
491118.803145252,146557.347314358,10977,3W0946,Minor,"Carpenter, Donna / Royalton Town",Royalton,03,Permit,"EXTRACT UP TO 10,000 CUBIC YARDS OF GRAVEL PER YEAR FROM A 9-ACRE GRAVEL PIT.",43.819212968,-72.610360954,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0946
512257.678553622,125953.043851825,10979,3W0947,Minor,"Maplerow Farm / Wright, Richarrd",Hartford,03,Permit,PREVIOUS CONSTRUCTION OF A 28-FOOT BY 32-FOOT SHED FOR A PORTABLE SAWMILL AND A 16-FOOT BY 18-FOOT KILN.,43.633705852,-72.348073974,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0947
474522.878779455,140333.804517578,10981,3W0948,Minor,Riverside Horse Farm LLC / Desena,Pittsfield,03,Permit,"CONSTRUCT A 5,000 S.F. STORAGE/FUNCTION BARN; A 1,000 S.F. GARDEN BARN; A 2,000 S.F. SHELTER/BARN; AND TWO 1,000 S.F. SHELTER/BARNS.",43.762752441,-72.816390718,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0948
482309.770803634,122165.511971992,10986,3W0949,Minor,CVPS / VTEL,Bridgewater,03,Permit,"RECONSTRUCT AND RELOCATE APPROX 20,000' OF ELECTRICAL DISTRIBUTION AND TELEPHONE LINE ALONG RTE 4.",43.5994839780001,-72.719071019,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0949
487224.203282154,120743.372730817,10987,3W0951,Minor,"Pratte, Edward and Rhonda",Bridgewater,03,Permit,CONSTRUCT A 32-FOOT BY 32-FOOT GARAGE FOR MINOR AUTO REPAIRS AND A STATE INSPECTION STATION.,43.5867869260001,-72.658163412,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0951
498958.224815677,120142.46199776,10988,3W0954,Major,Birch Hill Investments,Woodstock,03,Permit,"EXTRACT UP TO 5,000 CUBIC YARDS OF FILL PER YEAR AND TO RECLAIM THE SITE.",43.5814634500001,-72.512924878,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0954
498216.408358006,124731.06866188,10989,3W0956,Minor,Lauren Group L.L.C.,Woodstock,03,Permit,APPROVAL OF THE PREVIOUS ADDITION OF A COMMERCIAL KITCHEN AND INTERIOR RENOVATIONS TO ACCOMMODATE ELEVEN GUEST ROOMS AND DINING ROOM.,43.622814185,-72.52212902,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0956
506934.892061963,115135.363464381,10990,3W0962,Major,Northern Pride homes / Comstock,Hartland,03,Dismissed,PROPOSED SUBDIVISION OF 34.6 ACRES INTO 15 INDIVIDUAL LOTS. THIRTEEN LOTS ARE PLANNED FOR SINGLE-FAMILY HOMES WITH AN AVERAGE LOT SIZE OF 2.1 ACRES.,43.536408641,-72.414199157,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0962
504572.210760514,118932.947702972,10992,3W0964,Minor,CVPS / Hartland,Hartland,03,Permit,"RECONSTRUCT AND RELOCATE APPROX 3,700 FEET OF ELECTRICAL DISTRIBUTION AND TELEPHONE LINE ALONG RTE. 12 AND BEAVER LANE.",43.570608473,-72.4433775209999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0964
484302.423494134,107606.479463035,10993,3W0966,Minor,CVPS / TDS Telecom,Plymouth,03,Permit,"RECONSTRUCT AND RELOCATE APPROXIMATELY 2,400 FEET OF ELECTRICAL DISTRIBUTION AND TELEPHONE LINE ALONG BUSWELL POND ROAD.",43.4685260000001,-72.694010168,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0966
496371.806123264,146274.649713098,10994,3W0969,Minor,"Lamson, George",Royalton,03,Permit,CONVERSION OF AN OLD DINER INTO A 12-FOOT BY 24-FOOT FARM STAND ON ROUTE 14 IN THE TOWN OF ROYALTON.,43.816723525,-72.545140745,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0969
515465.749329754,134492.35087521,10995,3W0970,Major,Simpson Development Corporation / Gatewa,Norwich,03,Permit,CREATE A TWO-LOT SUBDIVISION AND CONSTRUCTION OF A FIVE-UNIT TOWNHOUSE BUILDING.,43.7105411650001,-72.308141656,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0970
512130.919059371,124652.927097474,10996,3W0971,Major,Vermont RSA / Verizon / Hartford Town,Hartford,03,Permit,"CONSTRUCT A 91' COMMUNICATIONS TOWER DISGUISED AS A PINE TREE, W/12, 4' PANEL ANTENNAS MOUNTED @ 90' ABOVE GOUND + A 12' X 30' EQUIP SHELTER.",43.6220167860001,-72.349693116,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0971
511208.314061177,121318.293636567,10998,3W0972,Major,Vermont RSA / Verizon / Keir,Hartland,03,Permit,CONSTRUCTION OF A 100-FOOT COMMUNICATIONS TOWER DISGUISED TO RESEMBLE A PINE TREE. TWELVE 4-FOOT LONG PANEL ANTENNAS MOUNTED AT 98 +/- FEET ABOVE GROU,43.5920346610001,-72.361177931,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0972
499338.322321598,125230.818176786,10999,3W0973,Minor,JBW Partners,Woodstock,03,Permit,"TO AUTHORIZE THE PREVIOUS AND CONTINUED VEHICLE STORAGE, AND STOCK PILING OF MATERIALS STONE, AND FILL FOR USE BY CONTRACTORS.",43.627339766,-72.508152341,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0973
485022.870704308,107738.157919145,11000,3W0974,Major,"Mahoney, Michael",Plymouth,03,Dismissed,"49.01 ACRE PARCEL TO BE SUBDIVIDED INTO 9 LOTS WITH NINE SINGLE-FAMILY RESIDENCES, ON-SITE INDIVIDUAL WELLS, ON-SITE WASTEWATER DISPOSAL, 2,075 FEET",43.469663773,-72.68511148,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0974
511841.635613611,133051.719392049,11001,3W0975,Minor,Raymond Nott,Hartford,03,Permit,"REMOVE APPROX 15 LOADS OF STUMPS, 65 LOADS OF STOCKPILED TOPSOIL AND 50 LOADS OF STOCKPILED FILL FROM THE TRACT OF LAND.",43.6975707980001,-72.353066887,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0975
482998.371188415,113497.898115356,11003,3W0979,Minor,ABLE Waste Management,Plymouth,03,Permit,"CONSTRUCTION OF A 50' X 70' TRANSFER SEPARATION CONSOLIDATION STORAGE BARN; A 12' X 50' COVERED TIP WALL AREA AND A 18' X 50' GARAGE, ALL BEING ATTACH",43.521494982,-72.7103004849999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0979
495736.897898429,122021.330089321,11005,3W0981,Minor,VT RSA / Verizon / Macksound / Woodstock,Woodstock,03,Permit,Construction of an 88' PCS telecommunications facility to resemble a pine tree with related infrastructure including 12 PCS panel antennas measuring 4' x 1/2' mounted at 86' AGL and 12' x 30' equipment shelter with diesel-fueled emergency generator.,43.5984393740001,-72.552770846,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0981
515452.452816609,129781.560904128,11006,3W0982,Major,Punger Enterprises,Hartford,03,Permit,"CONSTRUCT FIVE, THREE-UNIT BUILDINGS WITH EACH  UNIT HAVING THREE BEDROOMS; 750 LF OF ROADWAY AND ASSOCIATED AMENITIES.",43.668126855,-72.308391456,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0982
482416.39414835,122798.509027921,11008,3W0986,Minor,Verizon Wireless / Derstine,Bridgewater,03,Permit,"Construction of 107-foot monopole disguised as a tree, with an array of twelve panel antennas at 98 feet, and a 12-foot by 30-foot equipment shelter and related infrastructure.",43.6052479750001,-72.7178139279999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0986
488681.331685371,146594.377034708,11011,3W0991,Major,"Bethel, Town of / Pratt / Stacy",Bethel,03,Permit,Extract gravel for use on town highways over 7 year period and not to exceed 4 weeks of continous activity during summer.,43.819528684,-72.640721602,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0991
475541.882738469,143729.818011022,11012,3W0992,Minor,"Kulesza, Dennis / Liberty Hill Trust",Pittsfield,03,Permit,Conversion of part of existing and previously renovated barn to a health and nutrition spa and 2 bedroom apartment.  Spa will have 3 employees and not more than 16 patrons per day.,43.7933761250001,-72.803926122,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0992
491125.306404406,121114.821495662,11014,3W0993,Minor,"Milstone, Barry and Victoria",Woodstock,03,Permit,Convert existing farmhouse to ten-bedroom bed & breakfast.,43.5902269960001,-72.609879957,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0993
508246.572768407,132946.326049377,11015,3W0994,Major,VT RSA / Bettis / Hartford,Hartford,03,Permit,"Erect an 89' tall telecommunications tower disguised as a pine tree, construct a 12'x30' equipment shelter, and 550' of new access road.",43.696743929,-72.397692859,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0994
500241.542308902,143518.275336013,11016,3W0995,Major,Boardman / McQueen,Sharon,03,Permit,"Create a 4 lot subdivision.  Lot 1 will have 0.85 acres with a proposed single family residence; Lot 2 with 0.79 acres and a proposed single-family residence; Lot 3 with existing single-family residence; and Lot 4 with 0.99 acres with an existing duplex..",43.791927865,-72.497015017,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0995
508343.398526221,126402.541916299,11018,3W0997,Minor,Vermont Spirits Distilling / Gary Neil,Hartford,03,Permit,"Constructing a 3,900sf building for a micro-distillery with a small retail shop in Quechee Gorge Village development.",43.6378088010001,-72.396635018,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0997
489626.850549783,133826.999543739,11019,3W0998,Minor,CVPS / Verizon,Barnard,03,Permit,"Construct approx. 2,600 sf of single-phase, electrical distribution and telephone line to serve a single family residence",43.7045778470001,-72.628727101,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W0998
496254.728559536,123954.171793121,11020,3W1000,Major,Housing Vermont / Grange Hill,Woodstock,03,Permit,"Construct 36 units of affordable rental and sale housing in 15 new, small scale structures and one, renovated existing structure on 9.01 acres of land.",43.6157907150001,-72.546371963,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1000
480235.221249086,122337.955833116,11024,3W1002,Minor,"Zendzian, Conrad & Geraldin",Bridgewater,03,Permit,"Construct a 14'x20' retail building with porch, for sale of smoked meat and barbeque products.  Also includes reconstructing the access, extending existing driveway and constructing parking for 4 cars.  There will be no water or wastewater disposal…",43.601028162,-72.744779363,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1002
496986.349523536,117443.330870193,11025,3W1003,Minor,Green Mountain Horse Assoc.,Woodstock,03,Permit,"Removal of an existing 800sf building and construct a new 1,775sf addition to existing GMHA Youth Center building to be used for the purpose of maintenance of farm equipment and storage.",43.5572065590001,-72.537309927,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1003
473781.730495945,136148.016179146,11026,3W1007,Minor,CVPS / Pittsfield,Pittsfield,03,Permit,"Constructing and maintaining approx. 3,500' of overhead, single phase electrical distribution and telephone line along a private drive serving the McNamara property.",43.7250995030001,-72.8254222859999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1007
503678.643257225,142663.784254555,11027,3W1008,Major,"Romeo, Robert / Sharon Trading Post",Sharon,03,Permit,"Erect a 48'x48' gas canopy with 4 pumps, remove existing pump and island and convert existing gas pumps to diesel.",43.784191885,-72.454338714,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1008
492677.910972695,137811.55742619,11028,3W1009,Minor,CVPS / Barnard,Barnard,03,Permit,"Construction and maintenance of approx. 4,150' of overhead, single-phase electrical distribution and telephone line along road and a private drive serving Mitchell property.",43.7404752680001,-72.5908725909999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1009
499766.778851763,145995.903381433,11029,3W1010,Major,"Rogers, Kevin",Royalton,03,Permit,Construct a 40'x60' garage and approval for previously graded and filled parking area.,43.8142004050001,-72.502927216,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1010
515343.738313183,134980.923953056,11031,3W1011,Major,Green Visions / Norwich Inn,Norwich,03,Permit,"Demolish 2 substandard structures; construct a 13,700sf inn annex; construct a 5,070sf guest house; associated site improvements and 21 parking spaces.",43.7148859100001,-72.3095699949999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1011
487747.338154517,150518.053662265,11032,3W1014,Minor,Green Mountain Bible Conference,Bethel,03,Permit,"Approval of previous construction of a 20'x40' unheated, unplumbed building to be used as a boy's dorm and youth activity room for one to two weeks per year and storage for rest of the year.  Also subdivision of the 15.8 acres into 2 lots consisting of…",43.8548396040001,-72.652363362,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1014
472161.73237714,164842.513091887,11033,3W1015,Major,Granville Manufacturing / Fuller,Granville,03,Permit,"Approve existing and continued gravel operations consisting of excavating, screening, and crushing aggregate into various size and uniformity.  Approx. 50,000cyds of material will be excavated from pit over a 10yr period.  Phase A is dredging to extract gravel from existing quarry pond; Phase B is excavation along adjacent side areas, or re-grading slopes; and Phase C is excavation of area upslope of existing gravel pit near existing buildings.",43.983330472,-72.847022094,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1015
499766.076585538,125941.836240413,11035,3W1017,Minor,Woodstock Village Car Wash / Cole,Woodstock,03,Permit,"Demolish an existing structure and construct a 1,980sf, two bay car wash.",43.6337161210001,-72.502852436,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1017
515011.175039864,128758.415646978,11036,3W1018,Minor,"Upper Valley Haven, Inc./ homeless shelt",Hartford,03,Permit,Convert an existing single family dwelling to an Adult Homeless Shelter for 20 guests (2 person/bedroom) and merge Lots 43-0076-000 and 43-0092-000.,43.658895009,-72.3138659809999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1018
499362.531305451,125208.59563352,11038,3W1019,Minor,Vermont RSA /  Verizon / Windsor County,Woodstock,03,Permit,Construct a wireless telecommunications facility at Windsor County offices.  A covered stair tower will be extended approx. 14.15' to a total height of approx. 42' AGL.  A total of up to 12 PCS and 700 MHz panel antennas will be installed within…,43.6270659090001,-72.5078544629999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1019
483217.085272114,116908.117170662,11039,3W1023,Minor,CVPS / VTEL / PLYMOUTH,Plymouth,03,Permit,"Relocate and reconstruct approx.  2,970' of single-phase,  electrical distribution and telephone lines from an off-road location.  Poles will extend approx. 40-45' above ground.",43.5521540830001,-72.70765921,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1023
475132.347852563,141820.316378283,11040,3W1024,Major,Vermont Country Inn / Amee Farm / DeSena,Pittsfield,03,Permit,"Approval of post construction conversion of a single family residence for rental and second home use; completion of reconstruction of an existing barn and partial conversion to agritourism use and 6 outside special events a year.",43.776193918,-72.808920007,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1024
472537.647430568,162629.859305919,11042,3W1025,Minor,CVPS / FairPoint / Telephone Operating C,Granville,03,Permit,"Relocate approx. 3,609' of electrical distribution and telephone lines from an off-road section of Line #4.  Poles will extend approx. 35-40' above ground.",43.9634333920001,-72.842170977,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1025
496827.481582277,123209.50148291,11043,3W1026,Minor,Vermont RSA Limited Partnership / Cellco,Woodstock,03,Permit,"Construct a 69' telecommunications tower resembling a pine tree, 6 panel antennas, a 12'x30' equipment shelter, and an 84'+/- turn-off into project site.",43.6091182390001,-72.539329471,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1026
498785.319024544,146373.765999594,11044,3W1028,Minor,VT 18 LTD,Royalton,03,Permit,"Addition of 4, single bedroom, interior units to an existing apartment building, creating a total building capacity of 12 units, with a maximum of 24 residents at any one time.",43.817559085,-72.5150568349999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1028
474548.958301864,161832.950259106,11045,3W1033,Minor,CVPS / Telephone Operating Co. of VT,Granville,03,Permit,"Relocate approx. 2,070' of electrical distribution and telephone lines from an off-road section of Line #43 between poles 22 and 27 along Town Line Road and to relocate approx. 1,295' of utility lines from an off-road section of Line #431 between poles 3 and 8x along North Hollow Road/Buffalo Farm Road.  The new corridors (total of 3,365') will be along roadsides.  Poles heights will be 35-40' above ground.",43.9562591820001,-72.817108676,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1033
511976.853905984,125052.614674357,11048,3W1035,Major,"Hartford, Town / Maxfield Sports Field",Hartford,03,Permit,Encompasses municipal athletic fields and recreational facilities.,43.625648094,-72.351563809,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1035
473826.085878495,141292.009708808,11051,3W1037,Major,"Pins, Timothy",Pittsfield,03,Permit,"Previous construction of a metal roofing shop, storage building, and single family home.",43.771363099,-72.825099017,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1037
497909.548706211,124208.983328311,11052,3W1043,Minor,CVPS / Telephone Operating / Woodstock,Woodstock,03,Permit,"Relocating and reconstructing approx. 8,872' of electrical distribution and telephone lines and to retire off-road lines. Poles heights will be 40-45' above ground.",43.6180649080001,-72.525869622,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1043
482014.919608491,111545.103137379,11055,3W1049,Major,"Frog City / Michael, Ralph",Plymouth,03,Denied,"Extract an estimated total of 240,000cyds of sand and gravel over 8 years with an annual extraction rate of 30,000cyds.  Proposed operation will include crushing and screening and will operate between March 15 and Nov. 15, Monday through Friday 7:00a.m. to 6:00p.m. and Saturdays 8:00a.m. to 3:00p.m.  Crusher will operate between March 15 and May 15 and between Oct. 15 and Nov. 15, 8:00a.m. to 5:00p.m., Monday through Friday.",43.503889568,-72.7223693019999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1049
484375.245526082,118049.656735925,11057,3W1050,Minor,CVPS /  VTEL,Bridgewater,03,Permit,"Relocate and reconstruct approx. 12,820' of electrical and communications utility line corridor.  Approx. 5,354' of this relocated corridor was built after Tropical Storm Irene damaged and flooded portions of existing line #88.  Project between poles #114 through #136 was built under Act 250 rule (emergency situation).  Pole heights will be 35-45' above ground.",43.562491181,-72.6933699149999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1050
508563.045707743,131313.518890145,11058,3W1052,Minor,Oakes Salvage Yard,Hartford,03,Permit,"Approve previous construction of a 20'x25' (approx.) addition to back of existing garage; install a stockade fence and gate; demolish an old barn; construct a concrete pad on which to crush vehicles; and construct a 12'x20' structure to house hazardous wastes such as oil, antifreeze and gasoline.  This permit also allows the continued operation of Oakes Salvage Yard on 9.16+/-acres of the 52.2+/-acre tract of land.",43.682031114,-72.393848761,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1052
507454.446878197,120368.720457868,11059,3W1054,Minor,CVPS / VTEL / hartland,Hartland,03,Permit,"relocate and reconstruct electrical and communication utility lines, beginning near Sun Valley Road and travelling along and adjacent to the Quechee-Hartfland Road, Shepard Road, Webster Road and ending along Grout Road, with a new length of 5,291 feetl. Pole heights will be 35-45 feet above ground.",43.583494165,-72.407707178,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1054
503778.713768351,122232.130265967,11060,3W1055,Minor,CVPS / Hartland,Hartland,03,Permit,"This permit specifically authorizes the permittees to relocate portions of Lines #9 and #901 from off-road corridor to on-road corridor.  This will involve constructing  7,654 feet of electrical and communications utility line corridor along Route 12 between Fork Brook Road and Lord Road in Hartland.  Pole heights will be 35 - 45 feet above ground.  
 ",43.6003298630001,-72.4531515579999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1055
503492.326069882,144919.100734577,11061,3W1056,Minor,Green Mountain Power Corp. / Sharon,Sharon,03,Permit,"For a project described as relocating and constructing  6,896 feet of electrical and communications utility line corridor.  The project is located along Fay Brook Road in Sharon. ",43.804495322,-72.4566216969999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1056
474776.784255092,141466.114462622,11062,3W1060,Major,Vermont Farns Catering / Vermont Venture,Pittsfield,03,Permit,"To allow the previous construction of an expanded wastewater system at the Pittsfield Original General Store. This permit also authorizes the operation of the General Store, construction of a 6-foot by 10-foot bathroom to the back of the General Store; and renovation of a catering and kitchen area which includes on-site demonstrations, cooking classes, and tastings. ",43.772954004,-72.813263475,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1060
500960.933755642,121964.493904969,11063,3W1061,Minor,Nature Conservancy / Eshqua Bog / NE Wil,Hartland,03,Permit,"Pursuant to 10 V.S.A. § 8005(c), the District Commission may at any time require that the permit holder file an affidavit certifying that the project is in compliance with the terms of this permit.",43.597873792,-72.4880982449999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1061
493149.544248134,149943.654647071,11064,3W1069,Minor,CVPS / Fairpoint / Royalton,Royalton,03,Permit,"Relocating and reconstructing 20,790' of electrical line corridor and communications line.",43.8497185410001,-72.5851725759999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1069
511802.410251815,123285.796884046,11065,3W1070,Minor,Green Mountain Power,Hartford,03,Permit,"Construction of 2,997 feet of utility line corridor along Route 5, Hartland and Hartford. The project will relocate poles #169-192.",43.6097487120001,-72.3537898019999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1070
475285.553007636,141886.409973378,11066,3W1073,Major,"Fuster, Joseph - Fuster Trucking",Pittsfield,03,Permit,"Approval of previously performed work on an existing agricultural driveway, consisting of replacement of wooden posts at the corners with breakaway metal posts, extension of a culvert under the driveway and associated re-grading of 1800 +/- square feet on the driveway's north side, and placement of 0.5 +/- yards of gravel to fill a low spot.  Driveway has used the drivweay since 1990 to park his trucks when not in use.",43.7767786750001,-72.8070123909999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1073
508856.094000795,129214.071392689,11068,3W1074,Major,"Quechee Highlands - B&M Realty, LLC",Hartford,03,Denied,"Planned Development Master Plan for Lots 8-142-0, 8-149-0 and 8-196-0, for Phase 1 now, intended to support the development of up to 120,000 square feet of commercial space and nine multi-family residential units.  Lot 8-142-8 is currently used as a residential lot with a single-family dwelling.  Lot 8-149-0 currently is used as a commercial lot and has a 2,433 sf office building.  Lot 8-196-0 is currently a large multi-zoned vacant parcel",43.663102893,-72.390221549,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1074
509490.801988274,119560.25877078,11069,3W1075,Minor,"Calvin, Chris and Arbruckle, Brenda",Hartland,03,Permit,"Use of an existing barn to operate a home bakers (wholesale only).  Products are sold to local food co-ops and businesses, as well as at farmer's markets.",43.5762208990001,-72.3825354319999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1075
514422.466556231,128701.570397598,11070,3W1082,Minor,Hartford School District / WABA arena,Hartford,03,Permit,"additions to the west and east ends of the Arena, being 7,000 sf and 1,800 sf, respectively and will contain new locker rooms, lobby, restrooms, and concession stand. ",43.6584000660001,-72.321233239,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1082
495454.503673316,146019.672025985,11072,3W1083,Minor,Green Mountain Power,Royalton,03,Permit,"relocation and reconstruction of 15,072 feet of electrical line cooridor and communications line along Routes 14, 107 and Waterman Road",43.8143764340001,-72.5565319839999,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1083
506319.36724317,116467.949866011,11073,3W1084,Major,"Sunnymede Farm II, L.P.",Hartland,03,Withdrawn,"establish a firewood drying and processing operation consisting of the construction of a log processor covered by an open-air structure, a 22-foot by 67-foot boiler/kiln building, and an 80-foot by 80-foot covered seasoning/storage/inventory area.  The operation will be located in the interior of the property. .",43.54840355,-72.42184808,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1084
498479.888414105,147573.760633717,11074,3W1085,Major,"Royalton, Town / Crawford Gravel Pit",Royalton,03,Permit,"consists of a proposed gravel and sand extraction in an area where this has been going on for years.  The projet is an expansion of the physical area but a contraction of the number of users.  The Town of Royalton will be the only user of this material.  The Town would like to utilize potentially 10,000 CY of gravel and 5,000 CY of sand.",43.828376506,-72.518917346,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=3W1085
