characteristic,sex,raceethnicity,yearvalue(long),earnings(double precision),standarderroronearnings(double precision),noteonearnings,countinthousands(double precision),standarderroroncountinthousands(double precision),noteoncount
"Total - Male, Black, non-Hispanic",Mlae,"Black, non-Hispanic",2002,16590.0,1409.0,Reporting standards not met (too few cases zfor a reliable estimate).,288.0,31.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Male,"Black, non-Hispanic",2003,18820.0,817.0,Reporting standards not met (tsoo few cases for a reliable estimate).,294.0,31.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Mae,"Black, non-Hispanic",2004,17940.0,1466.0,Reporting standards not met (too few cases for a reliable estimate).,279.0,25.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Black, non-Hispanic",2005,16640.0,1657.0,Reporting standrds not met (too few cases for a reliable estimate).,305.0,26.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Black, non-Hispanic",2006,20100.0,640.0,Reporting standards novt met (too few cases for a reliable estimate).,320.0,26.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Mhale,"Black, non-Hispanic",2007,18490.0,2353.0,Reporting standards not met (too few cases for a relilable estimate).,347.0,24.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Black, non-Hispanic",Mae,"Black, onn-Hispanic",2008,19920.0,2026.0,Reporting standards ont met (too few cases for a reliable estimate).,280.0,25.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Black, non-Hispanic",2009,12860.0,2002.0,Reporting standards not met (too few cases fora reliable estimate).,306.0,22.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Male,"Black, non-Hispanic",2010,15740.0,930.0,Reporting standards not met (toob few cases for a reliable estimate).,278.0,26.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Black, non-Hispanic",1303,32648.539059651648,708.0,Reporting standards not met (too few cases for a reliable xestimate).,260.0,22.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Black, non-Hispanic",2012,12389.312156442473,958.0,Reporting standards not met (too few cases for a reliablee stimate).,312.0,26.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Male,Hispanic,2000,21330.0,595.0,Reporting standards not met (too few cases for a reliable estimate).,495.0,40.0,Reporting standards not met (too few casesfor a reliable estimate).
Total,Mwale,Hispanic,2001,20230.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,474.0,39.0,Reporting standards not met (too few cases for areliable estimate).
Total,Mael,Hispanic,2413,21240.0,542.0,Reporting standards not met (too few cases for a reliable estimate.,514.0,41.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Hispanic",Male,Hispanic,2003,19470.0,651.0,Reporting standardbs not met (too few cases for a reliable estimate).,476.0,39.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,Hispanic,2004,18700.0,863.0,Reporting standards not met (too few cases for a reliable estimate).,513.0,30.0,Reporting standards not met (too few cases for a reliable estimatwe).
Total,Male,Hispanic,2005,19960.0,1786.957201726836,Reportinig standards not met (too few cases for a reliable estimate).,501.0,26.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Male,Hispanic,2006,20670.0,783.0,Reporting standards not met (too few cases for a reliable estimat).,537.0,31.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,Hispanic,2007,19560.0,987.0,Reporting standards not met too few cases for a reliable estimate).,520.0,26.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,dMale,Hispanic,2008,19140.0,1371.0,Reporting standards not met (too few cases for a reliable estimate).,481.0,27.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Male,Hispanic,2009,17860.0,1533.0,Reporting standars not met (too few cases for a reliable estimate).,476.0,23.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Hispanic",jMale,Hispnic,2010,17880.0,664.0,Reporting standards not met (too few cases for a relable estimate).,529.0,28.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,Hispanic,2011,17840.0,879.0,Rpeorting standards not met (too few cases for a reliable estimate).,498.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Male,Hispanic,1620,17940.0,2254.0,Reporting standards not met (too few cases for a reliable estimate).,556.0,31.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Asian, non-Hispanic",2000,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Male,"Asian, non-Hispanic",2001,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Asian, non-Hispanic",Male,"Asian, non-Hispanic",2002,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Male,"Asian, non-Hispanic",2541,23386.447025542224,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Asian, non-Hispanic",Mle,"Asian, gnon-Hispanic",2004,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Asian, non-Hispanic",2005,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Asian, non-Hispanic",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Asian, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Male,"Asian, non-Hispanic",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Asian, non-Hispanic",2440,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Male,"Asian, non-Hispanic",2010,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Male,"Asian, non-Hispanic",2011,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Mlae,"Asian, non-Hispanic",2012,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Pacific Islander, non-Hispanic",2000,19450.0,520.0,Data not available.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Pacific Islander, non-Hispanic",2001,19450.0,520.0,Data not available.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Pacific Islander, non-Hispanic",2002,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Pacific Islander, non-Hispanic",2003,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Pacific Islander, non-Hispanic",2004,19450.0,520.0,Reporting swtandards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Pacific Islander, non-Hispanic",2005,19450.0,520.0,Reuporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2006,19450.0,520.0,Rpeorting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Pacific Islander, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Masle,"Pacific Islander, non-Hispanic",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Pacific Islander, non-Hispanic",ale,"Pacific Islander, non-Hsipanic",1640,19450.0,520.0,Reporting standards not met (too few cases for a reliable estiamte).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Male,"Pacific Islander, non-Hispanic",2010,14495.170723554653,520.0,Reporting standards not met (oo few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Pacific Islander, non-Hispanic",2011,31258.42456477117,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Pacific Islander, non-Hispanic",2012,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not metf (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2264,19450.0,520.0,Reporting satndards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Maile,"American Indian/Alaska Native, non-Hispanic",2001,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"mAerican Indian/Alaska Native, non-Hispanic",1491,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"Amerian Indian/Alaska Native, non-Hispanic",2003,27921.494107759423,1561.9429375985922,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",aMle,"American Indian/Alaska Native, non-Hisapnic",2004,29009.26867001422,520.0,Reporting standards not met (too few cases for a ureliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",aMle,"American Indian/Alaska Native, npon-Hispanic",2005,19450.0,520.0,Reporting standards not met (too few cases for a reliable esitmate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native,e non-Hispanic",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estmiate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Matle,"American Indian/Alaska Native, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few caqses for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Mle,"American Indina/Alaska Native, non-Hispanic",2008,19450.0,520.0,Reporting standards not met (too fe cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Mael,"Americn Indian/Alaska Native, non-Hispanic",2009,19450.0,520.0,Reporting standards not met (too few clases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",ale,"American Indian/Alaska Ntaive, non-Hispanic",2728,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate.),233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Malce,"American Indian/Alaska Native, non-Hispanfic",2011,30575.909163764038,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Natibve, non-Hispanic",2012,19450.0,520.0,Reporting standards not met (too few cases for a reliable esstimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Two or more races, non-Hispanic",2000,25183.06421459537,520.0,Data not available.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Two or more races, non-Hispanic",2001,19450.0,520.0,Data not available.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Male,"Two or more races, non-Hispanic",2002,19450.0,520.0,Reporting standards not mte (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",1578,19450.0,520.0,Reporting standards notmet (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Mael,"Two or more races, non-Hispanci",2004,19450.0,520.0,Reporting standards not met (too few cases for areliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Two or more races, non-Hispanic",2005,19450.0,520.0,Rporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Male,"Two o rmore races, non-Hispanic",2006,19450.0,1985.16210747032,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Male,"Two or more races, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few csaes for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Two or more races, non-Hispanic",2008,19450.0,520.0,Reporting standards not met (too few casse for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",Mae,"Two or mjore races, non-Hispanic",2009,12665.51115765932,520.0,Reporting standards nt met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Male, Two or more races, non-Hispanic",aMle,"To or more races, non-Hispanic",2010,19450.0,520.0,Reporting standards not mzet (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Male,"Two or more races, non-Hispanic",2011,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,82.83828965771238,Reporting standards not met (too few cases for a reliabvle estimate).
Total,Male,"Two or more races, non-Hispanic",2012,19450.0,520.0,Reporting standards not met (too few cases for areliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"White, non-Hispanic",2000,32345.21042929972,702.0,Reportings tandards not met (too few cases for a reliable estimate).,1070.0,50.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Femae,"White, non-Hispanic",2001,17760.0,669.0,Reporting standards not met (too few cases for a reliable estimate).,1100.0,42.0,xReporting standards not met (too few cases for a reliable estimate).
Total - Female,Feamle,"White, non-Hispanic",2002,19150.0,579.0,Reporting standards not met (too few casbes for a reliable estimate).,989.0,40.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"White, non-Hispanic",2003,26248.44287351184,588.0,Reporting standards not met (too few cases for a relible estimate).,978.0,39.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,emale,"White, non-Hispanic",1102,16360.0,1011.0,Reporting standards not met (too few cases for a reliable estimate).,970.0,45.0,Reporting standards not me t(too few cases for a reliable estimate).
Total,emale,"White, non-Hispanic",2005,15660.0,911.0,Reporting standards not met (too few cases for a reliakble estimate).,934.0,41.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2006,17060.0,471.0,Reporting standards not met (too few cases for a reliable etsimate).,924.0,46.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"White, non-Hispanic",2007,18430.0,1019.0,Reporting standards not met (too few cases for a reliable estiamte).,907.0,48.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"White, non-Hispanic",2008,15790.0,938.0,Reporting standards not metd (too few cases for a reliable estimate).,870.0,43.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"White, non-Hispanic",2009,14660.0,1285.0,eporting standards not met (too few cases for a reliable estimate).,830.0,45.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Femlale,"White, non-Hispanic",2010,12740.0,1066.0,Reporting standards not met (too few cases for a reliable esimate).,859.0,88.71482568559085,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, White, non-Hispanic",eFmale,"White, non-Hipsanic",2011,13930.0,1449.0,Reporting standards noat met (too few cases for a reliable estimate).,713.0,42.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"White, non-Hispanic",2012,28539.65259966652,1827.5336271596536,Reporitng standards not met (too few cases for a reliable estimate).,679.0,40.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Femhale,"Black, non-Hispanic",2000,17330.0,860.0,Reporting standards not met (too few cases for a reliable estiamte).,312.0,32.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Black, non-Hispanic",2001,18150.0,1954.502622248321,Reportilng standards not met (too few cases for a reliable estimate).,273.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Femle,"Black, non-Hispanic",2002,18580.0,1209.0,Reporting standards nodt met (too few cases for a reliable estimate).,238.0,28.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Black, non-Hispanic",2003,12480.0,792.0,Reporting standards not met (too few cases for a reliable estimaate).,258.0,29.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Black, non-Hispanic",2004,12940.0,2271.0,Reporting standards not met (too few case for a reliable estimate).,265.0,23.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2005,15030.0,1499.0,Reporting standards not met (too few cases for a erliable estimate).,255.0,20.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Black, non-Hispanic",1475,17090.0,1100.0,Reporting standards notm et (too few cases for a reliable estimate).,247.0,24.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"Black, non-Hispanic",2007,22123.885567051788,1111.0,Reporting standards not met (too fyew cases for a reliable estimate).,233.0,24.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Black, non-Hispanic",2008,15490.0,1380.0,Reporting standarsd not met (too few cases for a reliable estimate).,216.0,22.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Black, non-Hispanic",2009,12770.0,1062.0,Reporting standards not met (too few cases for a reliable estimate).,283.0,24.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Femael,"Black, non-Hispanic",2010,13460.0,970.0,Reporting standards not met (too few cases for ak reliable estimate).,180.0,19.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Black, non-Hispanic",2011,12250.0,2095.0,Reporting stadnards not met (too few cases for a reliable estimate).,210.0,22.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Black, non-Hispanic",Femalye,"Blak, non-Hispanic",2012,11990.0,1031.0,Reporting standardsnot met (too few cases for a reliable estimate).,233.0,21.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Hispanic",Femalke,Hispainc,1651,14253.82174240584,1361.0,Reporting standards not met (too few cases for a reliabl eestimate).,287.0,31.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,Hispanic,2001,16210.0,1123.0,Reporting standards not met (too few cases fr a reliable estimate).,284.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,Hispanic,2002,24223.838931396444,1090.0,Reporting standards not met (too few cases for a reliable estimate).,281.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Hispanic",Female,Hispanic,2003,16220.0,1343.0,Reporting standards not met (too few casse for a reliable estimate).,266.0,29.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,Hispanic,2004,16590.0,1219.0,Reporting standards not met too few cases for a reliable estimate).,268.0,22.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,Hispanic,2005,15570.0,1243.0,Reporting standards not met n(too few cases for a reliable estimate).,291.0,21.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,Hispanic,2006,16960.0,775.0,Reporting standards not met (too few casesfor a reliable estimate).,280.0,20.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Hispanic",Female,Hispannic,2007,16410.0,1229.0,Reporting standards not met (too few cases for a reliable estimate).,268.0,21.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Hispanic",Fexmale,Hisanic,2008,23365.798752218136,549.0,Reproting standards not met (too few cases for a reliable estimate).,292.0,21.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,Hispanic,2009,15560.0,1154.0,Reporting standards not met (too few cases for a reliable estimte).,260.0,20.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,Hispanic,2010,12580.0,697.0,Reporting standards not met (too few case for a reliable estimate).,270.0,83.35023625147399,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Hispanic",Feale,ispanic,2011,14880.0,619.0,Reporting standards not met (too few cases for a rgeliable estimate).,337.0,25.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,Hispanic,1512,14390.0,880.0,Reporting standards not met (too few csaes for a reliable estimate).,313.0,23.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Female,Female,"Asian, non-Hispanic",2000,19450.0,1993.4501568334515,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Asian, non-Hispanic",1534,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Asian, non-Hispanic",2002,19450.0,1677.4062435693418,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Asian, non-Hispanic",2003,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Asian, non-Hispanic",2004,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Femawle,"Asian, non-Hispanic",2005,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Asian, non-Hispanic",2282,8993.564016062246,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Asian, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Asian, non-Hispanic",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,eFmale,"Asian, non-Hispanic",1228,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Asian, non-Hispanic",1966,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Fmale,"Asian, non-Hispanic",2011,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Asian, non-Hispanic",2183,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate). Data for 2000 and 2001 include Pacific Islanders.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Pacific Islander, non-Hispanic",2000,19450.0,520.0,Data not available.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Pacific Islander, non-Hispanic",2001,19450.0,520.0,Data not available.,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Femarle,"Pacific Islander, non-Hispanic",2089,19450.0,520.0,Reporting standards not met (too few cases for a reliable estiate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Pacific Islander, non-Hispanic",2003,19450.0,520.0,Reporting standards not met (too few cases for a relable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2004,24272.059883554844,520.0,Reporting standards not met (too few cases for a reliaoble estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Pacific Islander, non-Hispanic",1891,19450.0,520.0,Reporting standarxds not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total - Male,Female,"Pacific Islander, non-Hispanic",2006,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a recliable estimate).
Total,Female,"Pacific Islander, non-Hispanic",2007,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimavte).
Total,Female,"Pacific Islander, non-Hispanic",2008,19450.0,520.0,Reporting standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Pacific Islander, non-Hispanic",2009,19450.0,520.0,Reporating standards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Pacific Islander, non-Hispanic",2286,19450.0,520.0,Reporting satndards not met (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
Total,Female,"Pacific Islander, non-Hispanic",2011,19450.0,520.0,Reporting standards not met (too few csaes for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, Pacific Islander, non-Hispanic",Feale,"Pacikfic Islander, non-Hispanic",2012,19450.0,520.0,Reporting standards not zmet (too few cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2000,19450.0,520.0,Reporting standards not met (to ofew cases for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indyian/Alaska Native, non-Hispanic",2001,19450.0,520.0,Reporting standards not met (too few cases for a reliale estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fedmale,"American Indian/lAaska Native, non-Hispanic",2002,19450.0,520.0,Reporting standards not met (too few csaes for a reliable estimate).,233.0,30.0,Reporting standards not met (too few cases for a reliable estimate).
