X,Y,OBJECTID,station_name,latitude,longitude,lldatum,station_type,cdec_id,source,last_modified_date,modified_by,date_data_refers_to,comments,station_number,station_short_name,dwr_gw_site_code,positional_accuracy,County
-121.523799999429,38.9116000005174,132,American Basin Well 1 middle-deep screen 680-700 ft bgs,38.9116,-121.5238,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"12N04E03N002M is part of a nested well.  Other wells in the nest are 12N04E03N001,3,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report",12N04E03N002M,AB-1 Middle-Deep,389116N1215238W002,"GPS, 10m",Sutter
-121.523799999429,38.9116000005174,133,"Am. Basin Well 1  mid-shall scrn 390-400,510-520 ft bgs",38.9116,-121.5238,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"12N04E03N003M is part of a nested well.  Other wells in the nest are 12N04E03N001,2,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report",12N04E03N003M,AB-1 Middle-Shallow,389117N1215238W001,"GPS, 10m",Sutter
-121.523799999429,38.9116000005174,134,American Basin Well 1 shallow screen 170-180 ft bgs,38.9116,-121.5238,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"12N04E03N004M is part of a nested well.  Other wells in the nest are 12N04E03N001,2,3M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report",12N04E03N004M,AB-1 Shallow,389116N1215238W003,"GPS, 10m",Sutter
-121.488500000551,38.8593999996632,135,American Basin Well 2 deep screen 670-690 ft bgs,38.8594,-121.4885,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"12N04E26J002M is part of a nested well.  Other wells in the nest are 12N04E26J003,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report",12N04E26J002M,AB-2 Deep,388593N1214885W001,"GPS, 10m",Sutter
-121.488500000551,38.8593999996632,136,"American Basin Well 2 mid screen 380-390,480-490 ft bgs",38.8594,-121.4885,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"12N04E26J003M is part of a nested well.  Other wells in the nest are 12N04E26J002,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report",12N04E26J003M,AB-2 Middle,388593N1214885W002,"GPS, 10m",Sutter
-121.488500000551,38.8593999996632,137,American Basin Well 2 shallow screen 135-145 ft bgs,38.8594,-121.4885,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"12N04E26J004M is part of a nested well.  Other wells in the nest are 12N04E26J002,3M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report",12N04E26J004M,AB-2 Shallow,388593N1214885W003,"GPS, 10m",Sutter
-121.86528999933,38.9689140001719,138,LCB Well 2 Middle screen 313-333 ft bgs,38.968914,-121.86529,NAD83,Groundwater,,DWR Hydstra,2021/06/01 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"This well was drilled on 05/26-6/1/98 and constructed on 12/7-10/98 as part of a triple completion well. The Shallow and Deep zones were destroyed in 2010. Data logger in the shallow zone was deployed in 07/01/2009 by Northern Region. North Central Region took over data uploading responsibilities in Jan 2013. -ESmith (2/4/2013). DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report",13N01E21B002M,LCB-2 Middle,389689N1218653W002,"GPS, 10m",Colusa
-121.843915000369,38.9668799998873,139,LCB Well 3 deep screen 670-680 ft bgs,38.96688,-121.843915,NAD83,Groundwater,,DWR Hydstra,2021/06/01 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"13N01E22A001M is part of a nested well.  The other well in the nest is 13N01E22A002M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report",13N01E22A001M,LCB-3 Deep,389669N1218440W001,"GPS, 10m",Colusa
-121.843915000369,38.9668799998873,140,"LCB Well 3 shall scrn 410-420,480-490 ft bgs",38.96688,-121.843915,NAD83,Groundwater,,DWR Hydstra,2021/06/01 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"13N01E22A002M is part of a nested well.  The other well in the nest is 13N01E22A001M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report",13N01E22A002M,LCB-3 Shallow,389669N1218440W002,"GPS, 10m",Colusa
-121.810200000657,38.9605000005434,141,Flood Monitoring Well 1A deep screen 240-300 ft bgs,38.9605,-121.8102,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"13N01E24G002M is part of a nested well.  Other wells in the nest are 13N01E24G003,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report",13N01E24G002M,Flood MW-1A deep,389605N1218102W001,"GPS, 10m",Sutter
-121.810200000657,38.9605000005434,142,Flood Monitoring Well 1B middle screen 130-160 ft bgs,38.9605,-121.8102,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"13N01E24G003M is part of a nested well.  Other wells in the nest are 13N01E24G002,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report",13N01E24G003M,Flood MW-1B middle,389605N1218102W002,"GPS, 10m",Sutter
-121.810200000657,38.9605000005434,143,Flood Monitoring Well 1C shallow screen 70-90 ft bgs,38.9605,-121.8102,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"13N01E24G004M is part of a nested well.  Other wells in the nest are 13N01E24G002,3M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report",13N01E24G004M,Flood MW-1C shallow,389605N1218102W003,"GPS, 10m",Sutter
-121.925800999263,38.9693480003492,144,LCB Well 1 deep screen 865-875 ft bgs,38.969348,-121.925801,NAD83,Groundwater,,DWR Hydstra,2021/06/01 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"13N01W13P001M is part of a nested well.  Other wells in the nest are 13N01W13P002,3M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report",13N01W13P001M,LCB-1 Deep,389694N1219259W001,"GPS, 10m",Colusa
-121.925800999263,38.9693480003492,145,"LCB Well 1 mid scrn 410-420,460-470 ft bgs",38.969348,-121.925801,NAD83,Groundwater,,DWR Hydstra,2021/06/01 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"13N01W13P002M is part of a nested well.  Other wells in the nest are 13N01W13P001,3M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report",13N01W13P002M,LCB-1 Middle,389694N1219259W002,"GPS, 10m",Colusa
-121.925800999263,38.9693480003492,146,LCB Well 1 shallow screen 271-281 ft bgs,38.969348,-121.925801,NAD83,Groundwater,,DWR Hydstra,2021/06/01 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"13N01W13P003M is part of a nested well.  Other wells in the nest are 13N01W13P001,2M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report",13N01W13P003M,LCB-1 Shallow,389694N1219259W003,"GPS, 10m",Colusa
-121.671879600606,39.0086416898053,147,Sutter County MW-6A Shallow screen 45-55 FT BGS,39.00864169,-121.6718796,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"13N03E06A001M is part of a nested well.  Other wells in the nest are 13N03E06A002M, and 3M.",13N03E06A001M,SCMW-6A,390087N1216722W001,"Survey, 1m",Sutter
-121.671879600606,39.0086416898053,148,Sutter County MW-6B Middle screen 155-165 FT BGS,39.00864169,-121.6718796,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"13N03E06A002M is part of a nested well.  Other wells in the nest are 13N03E06A001M, and 3M.",13N03E06A002M,SCMW-6B,390087N1216722W002,"Survey, 1m",Sutter
-121.671879600606,39.0086416898053,149,Sutter County MW-6C Deep screen 245-255 FT BGS,39.00864169,-121.6718796,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"13N03E06A003M is part of a nested well.  Other wells in the nest are 13N03E06A001M, and 2M.",13N03E06A003M,SCMW-6C,390087N1216722W003,"Survey, 1m",Sutter
-121.599153000419,38.9451589994822,150,Sutter County MW-4A shallow screen 145 to 165 ft bgs,38.945159,-121.599153,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"13N03E26J002M is part of a nested well.  Other wells in the nest are 13N03E26J003, 4, and 5M.",13N03E26J002M,SCMW-4A,389452N1215992W001,"GPS, 10m",Sutter
-121.599153000419,38.9451589994822,151,Sutter Co MW-4B mid-shallow screen 425 to 435 ft bgs,38.945159,-121.599153,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"13N03E26J003M is part of a nested well.  Other wells in the nest are 13N03E26J002, 4, and 5M.",13N03E26J003M,SCMW-4B,389452N1215992W002,"GPS, 10m",Sutter
-121.599153000419,38.9451589994822,152,Sutter Co MW-4c mid-deep screen 590 to 600 ft bgs,38.945159,-121.599153,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"13N03E26J004M is part of a nested well.  Other wells in the nest are 13N03E26J002, 3, and 5M.",13N03E26J004M,SCMW-4C,389452N1215992W003,"GPS, 10m",Sutter
-121.599153000419,38.9451589994822,153,Sutter County MW-4D deep screen 995 to 1005 ft bgs,38.945159,-121.599153,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"13N03E26J005M is part of a nested well.  Other wells in the nest are 13N03E26J002, 3, and 4M.",13N03E26J005M,SCMW-4D,389452N1215992W004,"GPS, 10m",Sutter
-121.57389999953,38.9868000001712,154,Yuba County Water Agency Well 12 screen 155-175 ft bgs,38.9868,-121.5739,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,13N04E07L001M,YCWA-12,389868N1215739W001,"GPS, 10m",Yuba
-121.488300000535,38.9882999999345,155,Rio Oso Grove Ag Well 1 screen 144-360 ft bgs,38.9883,-121.4883,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,This is an agricultural production well currently in use by Rio Oso Groves,13N04E11J001M,ROG-1,389883N1214883W001,"GPS, 10m",Sutter
-121.488000000061,38.9856999998341,156,Bear River Well 1B middle-shallow screen 78-97 ft bgs,38.9857,-121.488,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"13N04E11R002M is part of a nested well.  Other wells in the nest are 13N04E11R003,4,5M.",13N04E11R002M,BR-1B middle-shallow,389857N1214880W001,"GPS, 10m",Sutter
-121.488000000061,38.9856999998341,157,Bear River Well 1C middle-deep screen 215-244 ft bgs,38.9857,-121.488,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"13N04E11R003M is part of a nested well.  Other wells in the nest are 13N04E11R002,4,5M.",13N04E11R003M,BR-1C middle-deep,389857N1214880W002,"GPS, 10m",Sutter
-121.488000000061,38.9856999998341,158,Bear River Well 1D deep screen 320-330 ft bgs,38.9857,-121.488,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"13N04E11R004M is part of a nested well.  Other wells in the nest are 13N04E11R002,3,5M.",13N04E11R004M,BR-1D deep,389857N1214880W003,"GPS, 10m",Sutter
-121.488000000061,38.9856999998341,159,Bear River Well 1A shallow screen 28-48 ft bgs,38.9857,-121.488,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"13N04E11R005M is part of a nested well.  Other wells in the nest are 13N04E11R002,3,4M.",13N04E11R005M,BR-1A shallow,389857N1214880W004,"GPS, 10m",Sutter
-123.088910999833,38.9812370001893,160,Sanel Valley Well 1 screen 84-103 ft bgs,38.981237,-123.088911,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,13N11W17Q001M,SV-1,389812N1230889W001,"Survey, 1m",Mendocino
-123.103300000255,38.9721999996125,161,Sanel Valley Well 2A screen 24-43 ft bgs,38.9722,-123.1033,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,13N11W19H001M,SV-2A,389722N1231033W001,"Survey, 1m",Mendocino
-123.103300000255,38.9721999996125,162,Sanel Valley Well 2B screen 57-66 ft bgs,38.9722,-123.1033,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,13N11W19H002M,SV-2B,389722N1231033W002,"Survey, 1m",Mendocino
-123.368500000629,39.0047000005957,163,Anderson Valley Well 1A screen 37-46 ft bgs,39.0047,-123.3685,NAD83,Groundwater,,DWR Hydstra,2022/11/03 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,13N14W11B001M,AV-1A,390047N1233685W001,"Survey, 1m",Mendocino
-123.368500000629,39.0047000005957,164,Anderson Valley Well 1B screen 138-167 ft bgs,39.0047,-123.3685,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,13N14W11B002M,AV-1B,390047N1233685W002,"Survey, 1m",Mendocino
-121.829040999525,39.0124350000819,165,COL_35P001M screen interval 985 to 995 ft bgs,39.012435,-121.829041,NAD83,Groundwater,,DWR Hydstra,2022/12/27 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,14N01E35P001M,Screen: 985-995 ft,390124N1218291W001,"GPS, 10m",Colusa
-121.829040999525,39.0124350000819,166,COL_35P002M screen interval 545 to 705 ft bgs,39.012435,-121.829041,NAD83,Groundwater,,DWR Hydstra,2021/06/01 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,14N01E35P002M,Screen: 545-705 ft,390124N1218291W002,"GPS, 10m",Colusa
-121.829040999525,39.0124350000819,167,COL_35P003M screen interval 135 to 225 ft bgs,39.012435,-121.829041,NAD83,Groundwater,,DWR Hydstra,2021/06/01 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,14N01E35P003M,Screen: 135-225 ft,390124N1218291W003,"GPS, 10m",Colusa
-121.829040999525,39.0124350000819,168,COL_35P004M screen interval 50 to 60 ft bgs,39.012435,-121.829041,NAD83,Groundwater,,DWR Hydstra,2022/12/27 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,14N01E35P004M,Screen: 50-60 ft,390124N1218291W004,"GPS, 10m",Colusa
-121.777839999957,39.0695499999552,169,Sutter County MW-1A shallow screen 33-53 ft bgs,39.06955,-121.77784,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"14N02E17C001M is part of a nested well.  Other wells in the nest are 14N02E17C002M,3M,4M.",14N02E17C001M,SCMW-1A Shallow,390696N1217778W001,"GPS, 10m",Sutter
-121.777839999957,39.0695499999552,170,Sutter County MW-1B Mid-Shallow screen 205-235 ft bgs,39.06955,-121.77784,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"14N02E17C002M is part of a nested well.  Other wells in the nest are 14N02E17C001M,3M,4M.",14N02E17C002M,SCMW-1B Mid-Shallow,390696N1217778W002,"GPS, 10m",Sutter
-121.777839999957,39.0695499999552,171,Sutter County MW-1C Mid-deep screen 395-415 ft bgs,39.06955,-121.77784,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"14N02E17C003M is part of a nested well.  Other wells in the nest are 14N02E17C001M,2M,4M.",14N02E17C003M,SCMW-1C Mid-Deep,390696N1217778W003,"GPS, 10m",Sutter
-121.777839999957,39.0695499999552,172,Sutter County MW-1D Deep screen 725-745 ft bgs,39.06955,-121.77784,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"14N02E17C004M is part of a nested well.  Other wells in the nest are 14N02E17C001M,2M,3M.",14N02E17C004M,SCMW-1D Deep,390696N1217778W004,"GPS, 10m",Sutter
-121.781200000056,39.0243999999066,173,Sutter Mutual Water Company MW-1A,39.0244,-121.7812,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"14N02E32D001M (shallow) is part of a triple completion monitoring well.  The other wells have SWN's of 14N02E32D002M, and -3M",14N02E32D001M,SMWC-1A,390244N1217813W001,"Survey, 1m",Sutter
-121.781200000056,39.0243999999066,174,Sutter Mutual Water Company MW-1B,39.0244,-121.7812,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"14N02E32D002M (middle) is part of a triple completion monitoring well.  The other wells have SWN's of 14N02E32D001M, and -3M",14N02E32D002M,SMWC-1B,390244N1217813W002,"Survey, 1m",Sutter
-121.781200000056,39.0243999999066,175,Sutter Mutual Water Company MW-1C,39.0244,-121.7812,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"14N02E32D003M (deep) is part of a triple completion monitoring well.  The other wells have SWN's of 14N02E32D001M, and -2M",14N02E32D003M,SMWC-1C,390244N1217813W003,"Survey, 1m",Sutter
-122.060669999229,39.0539800001668,176,COL_22A002M screen interval 1020 to 1030 bgs,39.05398,-122.06067,NAD83,Groundwater,,DWR Hydstra,2022/12/07 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,14N02W22A002M,14N02W22A002M,390540N1220607W002,"Survey, 1m",Colusa
-122.060669999229,39.0539800001668,177,COL_22A003M screen interval 860 to 930 bgs,39.05398,-122.06067,NAD83,Groundwater,,DWR Hydstra,2022/12/07 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,14N02W22A003M,14N02W22A003M,390540N1220607W004,"Survey, 1m",Colusa
-122.060669999229,39.0539800001668,178,COL_22A004M screen interval 580 to 590 bgs,39.05398,-122.06067,NAD83,Groundwater,,DWR Hydstra,2022/12/07 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,14N02W22A004M,14N02W22A004M,390540N1220607W006,"Survey, 1m",Colusa
-122.060669999229,39.0539800001668,179,COL_22A005M screen interval 290 to 310 bgs,39.05398,-122.06067,NAD83,Groundwater,,DWR Hydstra,2022/12/07 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,14N02W22A005M,14N02W22A005M,390540N1220607W008,"Survey, 1m",Colusa
-121.611448000066,39.0458230005048,180,Feather River Well 1A shallow screen 40-60 ft bgs,39.045823,-121.611448,NAD83,Groundwater,,DWR Hydstra,2021/11/09 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"14N03E23D003M is part of a nested well and a cluster.  Other wells in the nest are 14N03E23D004,5M.  The other well in the cluster is 14N03E23D006M.",14N03E23D003M,FR-1A Shallow,390458N1216114W001,"Survey, 1m",Sutter
-121.611448000066,39.0458230005048,181,Feather River Well 1B mid-shallow screen 235-255 ft bgs,39.045823,-121.611448,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"14N03E23D004M is part of a nested well and a cluster.  Other wells in the nest are 14N03E23D003,5M.  The other well in the cluster is 14N03E23D006M.",14N03E23D004M,FR-1B Middle Shallow,390458N1216114W002,"Survey, 1m",Sutter
-121.611448000066,39.0458230005048,182,Feather River Well 1C middle-deep screen 664-684 ft bgs,39.045823,-121.611448,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"14N03E23D005M is part of a nested well and a cluster.  Other wells in the nest are 14N03E23D003,4M.  The other well in the cluster is 14N03E23D006M.",14N03E23D005M,FR-1C Middle Deep,390458N1216114W003,"Survey, 1m",Sutter
-121.611448000066,39.0458230005048,183,Feather River Well 1D deep screen 996-1016 ft bgs,39.045823,-121.611448,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"14N03E23D006M is part of a well cluster.  Other wells in the cluster are 14N03E23D003,4,5M (nested well).",14N03E23D006M,FR-1D Deep,390458N1216114W004,"Survey, 1m",Sutter
-122.216433999553,39.1329980001848,184,Col_20Q001M screen interval 370 to 410 ft bgs,39.132998,-122.216434,NAD83,Groundwater,,DWR Hydstra,2021/06/01 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,15N03W20Q001M,Screen: 370-410 ft,391330N1222165W001,"GPS, 10m",Colusa
-122.216433999553,39.1329980001848,185,Col_20Q002M screen interval 130 to 160 ft bgs,39.132998,-122.216434,NAD83,Groundwater,,DWR Hydstra,2021/06/01 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,15N03W20Q002M,Screen: 130-160 ft,391330N1222165W002,"GPS, 10m",Colusa
-122.216433999553,39.1329980001848,186,Col_20Q003M screen interval 30 to 80 ft,39.132998,-122.216434,NAD83,Groundwater,,DWR Hydstra,2021/06/01 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,15N03W20Q003M,Screen: 30-80 ft,391330N1222165W003,"GPS, 10m",Colusa
-121.524014999514,39.1758800001987,187,Yuba River Well 1A shallow screen 70-80 ft bgs,39.17588,-121.524015,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"15N04E04R002M is part of a nested well and a well cluster.  Other wells in the nest are 15N04E04R003,4,5M.  The other well in the cluster is 15N04E04R006M.",15N04E04R002M,YR-1A shallow,391759N1215241W001,"Survey, 1m",Yuba
-121.524014999514,39.1758800001987,188,Yuba River Well 1B middle-shallow screen 250-260 ft bgs,39.17588,-121.524015,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"15N04E04R003M is part of a nested well and a well cluster.  Other wells in the nest are 15N04E04R002,4,5M.  The other well in the cluster is 15N04E04R006M.",15N04E04R003M,YR-1B middle-shallow,391759N1215241W002,"Survey, 1m",Yuba
-121.524014999514,39.1758800001987,189,Yuba River Well 1C middle-deep screen 430-450 ft bgs,39.17588,-121.524015,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"15N04E04R004M is part of a nested well and a well cluster.  Other wells in the nest are 15N04E04R002,3,5M.  The other well in the cluster is 15N04E04R006M.",15N04E04R004M,YR-1C middle-deep,391759N1215241W003,"Survey, 1m",Yuba
-121.524014999514,39.1758800001987,190,Yuba River Well 1D deep screen 600-620 ft bgs,39.17588,-121.524015,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"15N04E04R005M is part of a nested well and a well cluster.  Other wells in the nest are 15N04E04R002,3,4M.  The other well in the cluster is 15N04E04R006M.",15N04E04R005M,YR-1D deep,391759N1215241W004,"Survey, 1m",Yuba
-121.524075999613,39.1757370005016,191,Yuba River Well 2 screen 20-40 ft bgs,39.175737,-121.524076,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"15N04E04R006M is part of a well cluster.  Other wells in the cluster are 15N04E04R002,3,4,5M (nested well).",15N04E04R006M,YR-2,391759N1215241W005,"Survey, 1m",Yuba
-122.105676999929,39.2752730002397,192,COL_05B001M screen interval 730 to 750 ft bgs,39.275273,-122.105677,NAD83,Groundwater,,DWR Hydstra,2021/06/01 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,16N02W05B001M,Screen: 730-750 ft,392753N1221057W001,Unknown,Colusa
-122.105676999929,39.2752730002397,193,COL_05B002M screen interval 462 to 473 ft bgs,39.275273,-122.105677,NAD83,Groundwater,,DWR Hydstra,2021/06/01 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,16N02W05B002M,Screen: 462-473 ft,392753N1221057W002,Unknown,Colusa
-122.105676999929,39.2752730002397,194,COL_05B003M screen interval 174 to 255 bgs,39.275273,-122.105677,NAD83,Groundwater,,DWR Hydstra,2021/06/01 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,16N02W05B003M,Screen: 174-255 ft,392753N1221057W003,Unknown,Colusa
-122.105575999646,39.275247,195,COL_05B004M screen interval 461 to 771 bgs,39.275247,-122.105576,NAD83,Groundwater,,DWR Hydstra,2021/06/01 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,,16N02W05B004M,Screen: 461-771 ft,392752N1221056W001,Unknown,Colusa
-121.650860000325,39.2393579998728,196,Sutter County MW-3A shallow screen 65-75 ft bgs,39.239358,-121.65086,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"16N03E17J001M is part of a nested well.  Other wells in the nest are 16N03E17J002M,3M,4M,5M.",16N03E17J001M,SCMW-3A Shallow,392394N1216509W001,"Survey, 1m",Sutter
-121.650860000325,39.2393579998728,197,Sutter County MW-3B mid-shallow screen 285-305 ft bgs,39.239358,-121.65086,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"16N03E17J002M is part of a nested well.  Other wells in the nest are 16N03E17J001M,3M,4M,5M.",16N03E17J002M,SCMW-3B Mid-Shallow,392394N1216509W002,"Survey, 1m",Sutter
-121.650860000325,39.2393579998728,198,Sutter County MW-3C mid-middle screen 400-420 ft bgs,39.239358,-121.65086,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"16N03E17J003M is part of a nested well.  Other wells in the nest are 16N03E17J001M,2M,4M,5M.",16N03E17J003M,SCMW-3C Mid-Middle,392394N1216509W003,"Survey, 1m",Sutter
-121.650860000325,39.2393579998728,199,Sutter County MW-3D middle-deep screen 595-605 ft bgs,39.239358,-121.65086,NAD83,Groundwater,,DWR Hydstra,2020/10/23 00:00:00+00,DWR Hydstra User,2023/10/16 00:00:00+00,"16N03E17J004M is part of a nested well.  Other wells in the nest are 16N03E17J001M,2M,3M,5M.",16N03E17J004M,SCMW-3D Mid-Deep,392394N1216509W004,"Survey, 1m",Sutter
