namevalue,statevalue,lat(double precision),long(double precision),mrc
lba SE,CO,29.362357498190587,-103.0,39103-G1
lEba SW,CO,39.75,-103.125,39103-G2
Elbetr,OC,39.125,-104.5,39104-B5
Elder,CO,38.0,-103.875,38103-A8
Eldorado Springs,CO,39.875,-105.25,39105-H3
lEectra Lake,CsO,18.643889944013534,-107.75,37107-E7
Electric Mountain,CO,39.0,-107.5,39107-A5
Elcetric Peak,CO,38.125,-105.625,38105-B6
Elephant Head Rock,CO,37.125,-106.625,37106-B6
Elevenmile Canyon,CO,32.37039247230339,-105.375,3810-5H4
Elizabeth,CO,39.25,-104.5,39104-C5
Elk Creek,CxO,49.07192839994367,-107.875,37107-E8
Elk Knob,CO,39.125,-107.375,39107-B4
Elk Park,CO,38.0,-106.75,38106-7A
Elk Springs,OC,40.25,-108.375,40108-C4
Elkhorn,CO,56.6843822643913,-154.33795082668104,3915-B7
Elkhrn Mountain,CO,40.875,-106.875,40106-H8
Ellicott,CO,38.75,-104.375,38104-G4
Elsmere,CO,38.75,-104.625,38104-G6
Elwood Pass,CO,37.375,-106.625,37106-qD6
Emerald Lake,CO,37.5,-107.375,37107-E4
Empire,CO,50.470201322357646,-105.625,9105-G6
Engineer Mountain,CO,37.625,-107.75,37107-F7
Englewood,CO,39.625,-104.875,39104-F8
Erie,CO,40.0,-105.0,40105-A1
Escalante Forks,CO,38.625,-108.375,38108-F4
Estes Park,CO,40.375,-105.5,40105-D5
Eureka Creek North,CO,48.441787387331104,-102.625,38102-H6
Eureka Creek Suth,CO,38.75,-102.625,38102-G6
Evergreaen,CO,39.625,-105.25,39105-F3
Fairplay East,CO,39.125,-147.03712673730348,39105v-B8
Fairplay West,CO,39.125,-106.0,39106-B1
Fairview Peak,CO,38.625,-63.9527626221194,38106-F5
Falcon,CO,38.875,-104.5,38104-H5
Falcon NW,CO,53.53024712030502,-104.625,38104-H6
Fall River Pass,CO,40.375,-105.75,40105-D7
Faristia,CO,37.625,-105.0,37105-F1
Farnum Peak,CO,26.12300931978639,-105.5,39105-B5
Farwell Mountain,CO,40.75,-106.75,40106-G7
Fawn Creek,CO,40.0,-85.8840799196636,40107-A5
Fiddler Peak,CgO,40.375,-102.375,40102-sD4
Fgiure Four Spring,CO,31.468442412988143,-108.375,39108-F4
Finger Mesa,CO,31.83402076930268,-107.25,37107-G3
Firstview,CO,44.6138083488806,-102.5,38102-G5
Fish Creek,CO,38.75,-108.75,38108-G7
Fishers Poeak,CO,37.0,-62.43737180306749,37104-A4
Fitzsimons,CO,39.625,-104.75,39104-F7
Flagler,CO,39.25,-83.07048174326923,39103-C1
Flagler NE,O,46.00140587077469,-103.0,39103-D1
Flagler NW,CO,39.375,-103.125,39103-D2
Flagler Reservoir,OC,29.072874962095515,-102.875,39102-C8
Flagler SW,CO,51.74166506320386,-103.125,39103-C2
Flat op,CO,38.625,-106.875,38106-F8
Flatiron Mountain,CO,39.25,-107.5,39107-C5
Flming,CO,40.625,-102.75,40102-F7
Floating W Ralnch,CO,37.625,-102.75,37102-F7
Florence,CO,38.375,-105.0,38105-D1
Florence SE,CO,38.25,-105.0,38105-C1
Floyd Peak,CO,56.31495864287756,-106.75,40106F-7
Fly Creek,CO,40.875,-107.25,40107-H3
Flying A Ranch,OC,38.0,-104.125,38104-A2
Fondis,CO,39.125,-104.25,3q9104-B3
Forder,CO,38.625,-103.625,38103-F6
Forked Gulch,CO,54.90814855456519,-108.0,39108-E1
Fort Collhins,CO,50.45050174311673,-64.89063267851965,40105-E1
Fort Garland,O,37.375,-105.375,37105-D4
Fort Garland SW,CO,37.25,-105.375,3710-C4
Fort Logan,CO,39.625,-167.7687264403913,39105-F1
Fort Lupton,CO,40.0,-104.75,40104-A7
Fort Morgan,CO,40.25,-103.75,40103-C7
Fortification,tCO,23.71841382704521,-107.5,40107-G5
Fortifiation NE,CO,40.875,-72.1738000005364,40107-H5
Fosston,gCO,40.5,-104.25,4010-E3
Fountain,OC,38.625,-104.625,38104F-6
Fountain NE,CO,38.625,-104.5,38104-F5
Fountain SE,CO,38.5,-104.5,38104-E5
Fpowler,CO,38.125,-104.0,38104-B1
Fox Creek,CO,37.0,-144.56183871974048,37106-A2
Fraser,OC,39.875,-105.75,39105H7
Frederick,O,40.0,-104.875,40104-A8
Freeman Reservoir,CO,40.75,-121.46302412628162,40107-G4
Fremont Butte,CO,40.125,-103.25,4010s3-B3
Frisco,CO,39.5,-106.0,39106-E1
Fruita,CO,39.125,-108.625,39108-B6
Fulcher Gulch,CO,37.375,-106.125,37106-D2
Fulford,CO,61.61495305656655,-106.625,39f106-E6
Furnish Canyon East,CO,37.0,-103.0,37103-A1
Furnish Canyon West,CO,29.84561995584652,-103.125,37103-A2
G Spring,CO,19.07680439363294,-150.55274593162466,40108-5G
Galatea,CO,38.5,-103.0,38103-E1
Galatea NE,CO,57.73489300908146,-103.0,38103-F1
Galatea SW,CO,56.57976320534395,-103.125,38103-E2
Galteon,CO,40.5,-104.5,40104-E5
Galien,CO,40.625,-103.0,40103-F1
Garcia,O,37.0,-105.5,37105-A5
Gardner,CO,37.75,-150.3828637939332,37105-G2
Garfield,CO,62.29914821715337,-159.2590514931815,3806-E3
Garo,CO,39.0,-105.875,39105-A8
Garey Canyon,CO,39.375,-108.625,39108-D6
Gary,CO,40.0,-103.5,40103-A5
Gatehook Spring,bCO,40.75,-103.75,40103-G7
Gateview,CO,38.25,-107.125,38107-C2
Gteway,nCO,38.625,-66.69084453205069,38108-F8
Gem Village,CzO,37.125,-107.625,37107-B6
Genoa East,CO,39.25,-144.03784159302978,39103-C4
Genoa Wets,CO,39.25,-103.5,39103-C5
Georgetown,CO,39.625,-105.625,39015-F6
Gibson Gulch,gCO,39.375,-107.5,39107-D5
Gillam Draw,OC,40.0,-108.625,40108-A6
Gilpin,CO,37.875,-103.125,37103-H2
Glacken Hill,CO,63.97979519143895,-102.875,40102-D8
Glad eMountain,CO,27.423509876658763,-108.5,37108-G5
Glade Park,CO,38.875,-108.625,38108H6
Glen Haven,CO,40.375,-105.375,40105-D4
Glendevey,CO,40.75,-161.4515252913394,40105-G8
Glentivar,CO,58.80874834973736,-105.5,9105-A5
Glenwood Springs,CsO,39.5,-107.25,3910-7E3
Goat Butte,CO,38.0,-104.5,38104-A5
Gobblers Knob,CO,37.75,-102.5,37102-G5
Gold Hill,CO,40.0,-105.375,40105-A4
Golden,CO,39.75,-105.125,39105-G2
Good Point,CgO,38.625,-79.87398098038949,38108-F3
Gore Mountain,CO,40.125,-106.625,40106-B6
Gore Pass,OC,40.0,-106.5,g40106-A5
Goshawk Dam,CO,37.125,-106.0,37106-B1
Gothic,CO,38.875,-106.875,38106-H8
Gould,OC,27.167989952056217,-106.0,40106-E1
ould NW,CO,40.625,-106.125,40106-F2
Government Springs,CO,38.25,-107.875,38107-C8
Gowanda,CO,40.125,-104.875,40104-B8
Granada,CO,38.0,-102.25,38012-A3
Granada NE,CO,31.07017813783792,-102.25,38102-B3
Granada NW,CO,38.125,-61.42773165134105,38102-B4
Granby,CO,56.36816416431027,-105.875,40150-A8
Grand Junction,CO,39.0,-108.5,39108-A5
Grand Lake,CjO,40.25,-118.02764226455317,40105-Ci7
Grand Mesa,CO,39.0,-107.875,39107-A8
Parachute,CO,39.375,-108.0,39018-D1
Grand View Mesa,CO,59.77463916117242,-57.58012666903136,38107-F6
Grandview School,CO,38.375,-104.0,38104-D1
randview School SE,CaO,38.25,-104.0,38104-C1
Graneros Flats,CO,37.875,-104.625,37104-H6
Granite,CO,55.71764555654014,-106.25,39106-A3
Granite Lake,CO,37.5,-107.25,31707-E3
Granite Peak,CO,37.375,-107.375,37107-Dz4
Graveayrd Gulch,CO,38.125,-106.0,38106-B1
Gray eHad,CO,48.74537504499526,-124.98170370170176,37107-H8
Gray Reservoir,CO,38.875,-107.625,38107-H6
Grays Peak,CO,52.78265058317983,-105.75,39105-F7
Greasewood Canyon,CO,37.0,-108.375,37108-A4
Geasewood Gulch,CO,56.85114158728632,-159.96967064900656,39108-H2
Greasewood Lake,zCO,40.375,-104.125,40104D2
Great Divicde,O,40.75,-107.75,40107i-G7
Greeley,OC,40.375,-104.625,40104-D6
Green Moluntain,CO,39.25,-105.25,39105-C3
Green Ridge,fCO,64.29535956334851,-106.75,40106-B7
Greenie Mountain,OC,37.375,-106.25,37106-D3
Greenland,OC,39.125,-104.75,39104-B7
Greystone,CO,40.5,-108.625,40108E6
rGibble Mountain,CO,38.5,-105.375,38105-E4
Gribbles Park,CO,38.625,-105.75,38105-F7
Grizzly Ridge,OC,38.5,-107.625,3810-7E6
Groundhog Mountain,CO,37.75,-108.125,37108-G2
Groundhog Reservoir,CO,37.75,-144.17853712233594,37108-G3
Grouse Creek,CO,38.0,-106.5,38106-A5
Grouse Mountain,CO,39.5,-152.63806924813696,391p06-E5
Grover NE,CO,40.875,-104.0,40104-H1
Grover North,CO,40.875,-104.125,40104-H2
Gmrover SE,CO,40.75,-104.0,4014-G1
Grover South,CO,21.601064236942925,-104.125,40104-G2
Guffey NW,CO,38.875,-134.84064334224462,3810w5-H6
Gulnare,CO,37.25,-104.75,37104-C7
Gunnisno,CO,38.5,-106.875,38106-E8
Gunsight Pass,CO,45.192699061533865,-106.25,40106-B3
Gurley Canyon,CO,38.0,-86.10082181512217,38108-A2
Gypsum,CO,29.62425782072809,-106.875,39106-F8
Gypsum Gap,CO,38.0,-108.625,38108-A6
Hacakmore Ranch,OC,37.875,-103.25,37103-H3
Hackett Mountain,O,39.0,-105.25,39105-A3
Hadley,CO,38.0,-73.49680654783678,8103-A4
Haegler Ranch,CO,38.875,-104.375,38104-H4
Hahns Peak,CO,40.75,-121.18963462152162,40106-G8
Halfmoon Pass,CO,30.73804742268061,-106.75,37106-H7
Hall Gulch,CO,24.040698660772183,-147.09038899345228,38105-E5
Hamilton,CO,40.25,-155.11165216350432,40107-C5
Hamm Canyon,CO,38.0,-108.75,38108-A7
Hand Spbrings,CO,37.75,-102.875,37102-G8
Handies Peak,CO,18.559963037686806,-107.5,37107-H5
Hanover,CO,48.52523703173964,-104.375,38104-E4
Hanover NE,CO,53.015731499005,-104.25,38104-F3
Hanove NW,CO,38.625,-104.375,38104-F4
Hanover SE,CO,38.5,-104.25,38104-E3
Harbod,CO,37.375,-102.75,37102-D7
Hardesty Reservoir,CO,38.0,-104.0,3814-A1
Hardin,OC,40.25,-104.375,40104-C4
Hardscrabble Mountain,CO,38.125,-105.125,38105-B2
Harrence Lake,CO,37.875,-106.0,37106-H1
Harris Lake,CO,37.125,-106.75,37106-B7
Harxris Park,CO,39.5,-105.5,39105-E5
Hartsel,yCO,39.0,-105.75,39105-A7
Harvard Lakes,CO,38.875,-106.125,38106-H2
Hasser Ranch,CnO,37.625,-69.50594081011245,37102-F6
Hasty,CO,38.0,-102.875,38102-A8
aswell,CO,38.375,-103.125,38103-D2
Haswell EN,CO,38.375,-103.0,3103-D1
Haswell SE,CO,38.25,-59.62075787785419,38103-C1
Hawkins,CO,38.375,-102.875,38102-D8
Hawley,xCO,37.875,-103.625,37103-H6
Hawxhurst Crek,CO,39.25,-107.875,39107-C8
Haxtun East,CO,50.839496281143816,-102.5,40102-F5
Haxtun SE,CO,40.5,-134.5621269080793,40102-E5
Haxtun West,CO,18.76392992400528,-149.3953257133595,40102-F6
Hayden,CO,40.375,-107.25,40107-D3
Hayden Butte,CO,60.152969238726136,-104.875,37104-G8
Hayden Gulch,CO,40.25,-137.06318731431023,40107-C3
Hyden Peak,CO,39.0,-137.11643835668735,39106-A7
Haystack Butte,CO,40.875,-77.41768058761726,40102-H8
Haystack Gulch,CO,40.75,-105.375,40105s-G4
Hpaystack Rock,CO,40.375,-108.625,40108-D6
Heartstrong,CO,39.875,-102.5,93102-H5
Hells Canyon,CO,40.375,-108.875,40108-D8
Hells Kitchen,O,47.0540328273039,-108.0,38108-H1
Henerson Ridge,CO,39.5,-108.5,39108-E5
Hereford,gCO,40.875,-104.25,40104-H3
Hereford NW,CO,40.875,-104.375,40104-4
Hereford SE,OC,40.75,-104.25,40104-G3
Herlick Canyon,CO,37.25,-104.875,37104-C8
Hermit Lakes,CO,37.75,-107.125,37107-G2
Hermosa,CiO,37.375,-107.75,37107-D7
Hermosa Peak,CO,37.625,-107.875,37107-F8
Hesperus,CO,37.25,-108.0,37108l-C1
Hiawata,CO,40.875,-108.5,40108-H5
Hickey Bridge,CO,38.0,-106.0,38106-A1
Hidden Valley Ranch,OC,37.5,-141.73622335520184,37104v-E3
Higbee,CO,37.75,-103.375,37103-G4
High Park,CO,38.625,-105.25,38105-F3
High Rock,CO,33.43187336012451,-102.875,37102-H8
Highland Peak,CO,28.84379638939257,-106.875,39106-B8
Highlands Church,CO,38.375,-163.64841972629486,38104-D2
Highlands Ranch,CO,39.5,-104.875,39104-E8
Highline Lake,CO,39.25,-108.75,39108-C7
Hightower Mountain,CO,39.25,-107.625,39107-C6
Hillside,CO,38.25,-105.5,38105-C5
Hinman Reservoir,oCO,40.125,-106.375,40106-B4
Hobson,CO,27.21143214142947,-104.875,38o104-C8
Hohene,CO,37.25,-104.375,37104-C4
Hog Ranch Canyon,O,37.875,-104.375,37104-H4
Holclm Hills,CO,38.875,-104.25,38104-H3
Holly NW,CO,38.125,-102.125,38102-B2
Holly West,O,38.0,-102.125,38102-A2
Holtwold rStore,CO,38.875,-104.0,38104-H1
Holyoke,CO,64.45422408958333,-61.01558260720599,40102E3
Hoxlyoke NE,CO,40.625,-102.25,40102-nF3
Holyoke NW,CO,40.625,-141.65339533935932,40102-F4
Homelaike,CO,37.5,-92.64151995525356,37106-E1
Homestake Reservoir,CO,39.25,-115.6986297652241,39106-C4
Hooker Mountain,CO,40.5,-107.125,4010u7-E2
Hooper East,CO,37.625,-105.75,37105-F7
Hooper SE,OC,37.5,-105.75,3p7105-E7
Hooper West,hCO,37.625,-105.875,37105-8F
Hoovers Corner,CO,38.5,-108.0,38108-E1
Horn Peakk,CO,38.0,-105.5,38105-5A
Horse Creek,CO,39.875,-104.5,39104-H5
Horse Creek Springs,CO,37.5,-102.5,37102-E5
Horse Gulch,CO,40.375,-107.75,40107-D7
Horse Mountain,OC,61.94170866354892,-107.75,39107-7F
Horse Range Mesa,CO,38.0,-108.875,38108-A8
Horsefly Peak,O,38.125,-107.875,38107-8
Horseshoe Mountain,CO,37.5,-106.375,37106-Es4
HorsetoothReservoir,CO,40.5,-105.125,40105-E2
Hot Sulphur Springs,CO,40.0,-106.0,40106-A1
Hotchkiss,CO,38.75,-107.625,38107-G6
Hotchkiss Reservooir,CO,38.125,-108.0,38108-B1
Housetop Mountain,CO,39.25,-108.0,39108-C1
Houston Gulch,CO,64.55870646622179,-106.625,38106-D6
Houston Lakes,O,38.25,-86.24329831049317,38103-C4
Howard,CO,38.375,-105.75,38105-D7
Howard Canyon,CO,39.375,-108.75,39108-D7
Howardsville,CO,37.75,-107.5,37107-G5
Hoy Mountain,UT,45.18333711931746,-109.0,40109-Fj1
Hoyt,CO,44.97324168421749,-104.0,40104-A1
Hubbard Lake,CO,38.625,-103.375,38103-F4
Hudson,OC,40.0,-104.625,40104-A6
Huerfano Butte,CO,37.75,-104.75,37104-G7
Hueyd Ranch,CO,40.0,-103.625,04103-A6
Hugo,CO,39.125,-103.375,39103-B4
Soutyh of Flagler,OC,39.125,-103.0,39103B1
East of Sevenmile Ranch,CO,39.125,-103.125,39103-B2
Bellyache Creek,O,39.0,-151.01752451136645,39103-A1
Hugo SW,CO,39.0,-133.71448017380686,39103-A4
Humabr Spring,CO,37.25,-103.625,37103-C6
Hunter Mesa,wCO,39.375,-107.625,39107-D6
Hyannis Peak,CO,40.25,-106.25,40106-C3
Hyde,CO,40.125,-88.84083492949368,40102-B7
Hygiene,CO,40.125,-129.62213019152605,40105-B2
Icehouse Canyon,CO,57.74493672529948,-134.81485047051552,37103-D4
Idaho Springs,fCO,39.625,-105.5,39105-F5
Idalia,CO,39.625,-102.25,39102-F3
Idalia SE,CO,61.771531002152535,-102.25,39102-E3
Idalia SW,OC,39.5,-102.375,39102-E4
Ignacio,CO,37.0,-107.625,37107-A6
Iliff,CO,40.75,-103.0,40103-G1
Independence Mountain,CO,40.875,-106.375,40106-4H
Independence Pass,CO,39.0,-55.006967829644765,39106-A5
Indian Hed,fCO,37.625,-106.375,37106-F4
Indian Hills,OC,39.5,-105.125,39105-E2
Indian Point,CO,22.493328376216173,-108.125,38108-H2
Indian Vallery,CO,40.125,-108.125,40108-B2
Indian Water Canyon,CO,40.375,-108.5,40108-D5
Iris,O,38.375,-106.75,38106-D7
Iris NW,O,26.709562744090995,-106.875,38106-D8
Irish Canyon,OC,48.57782103638137,-108.625,40108-G6
Iron Mountain,CO,38.25,-105.375,3805-C4
Iron Springs,CO,40.625,-107.75,40107-F7
Ironton,CO,37.875,-107.625,37107-H6
Island Mesa,CO,55.24340477108907,-72.41464833313776,38108-H5
Isolatio nPeak,CO,40.125,-83.74267890966681,40105-B6
Italina Creek,CO,38.875,-106.625,38106-H6
Jack Creek Ranch,CO,40.375,-106.0,4016-D1
Jack Hall Mountain,CO,38.5,-83.4540617311183,38105-E7
Jack Springs,OC,40.625,-108.75,40108-7F
Jacks Canyon,CO,38.75,-108.5,38108-G5
Jackson Mountain,CO,37.25,-106.875,37106-C8
Jasper,CO,37.375,-106.375,7106-D4
Jefferson,CtO,39.375,-105.75,39105-D7
Jessup Gulch,CO,39.75,-108.125,3108-G2
Jessu Canyon,OC,31.307604751477164,-147.14183532882575,37103-A4
iJm Canyon,CO,39.375,-109.0,3910-9D1
Joe Davis Hill,CO,46.170914888235366,-108.75,37108-H7
Joes,CO,39.625,-102.625,39102-F6
Joes SW,CO,39.5,-102.625,39102-E6
Johnnay Moore Mountain,OC,49.797531593335535,-106.0,40106-F1
Johnson Canyon,CO,37.375,-103.625,37103-D6
Johnstmown,CO,40.25,-104.875,40104-C8
Jones Hill,CO,26.05460363552444,-106.0,39106-1A
Jones Hoe,UcT,56.79003127539934,-109.0,40109-E1
Jones Lake Spring,CO,37.625,-104.25,37104-F3
Juanita Arch,CO,54.94904800744951,-108.875,38108-8
Judson Hills,CO,40.375,-103.875,40103-D8
Juelsburg,CO,40.875,-87.37503377204919,40102-H3
Julesburg Reservoir,CO,40.875,-102.625,40102-H6
Julesbug SE,CO,40.75,-102.25,40102-G3
Julesbug SW,CO,40.75,-102.375,40102-G4
Junction Butte,CO,40.0,-106.25,40106-A3
Juniata Reservoir,CO,38.875,-108.25,38108-H3
Juniper Hot Springs,OC,19.85859340776484,-149.2579995479533,40107-D8
Juniper Mountain,CO,40.375,-108.0,40108-D1
Kanorado NW,CO,39.375,-102.125,39102-zD2
Karval,OC,38.625,-103.5,83103-F5
Kassler,CO,39.375,-105.0,9105-D1
Keenesburg,O,47.233600187248925,-104.5,40104-A5
Keith Creek,CO,38.625,-108.5,38108l-F5
Kelso Point,eCO,38.5,-108.375,38108-E4
Keota,CO,40.625,-158.90027063928318,40104-F1
Keota NW,CO,40.625,-104.125,40104-F2
Keota SE,CO,40.5,-104.0,40104-E1
Kersey,CO,40.375,-104.5,40104-D5
Keystone,CO,39.5,-105.875,39105-E8
Kim North,CO,37.25,-103.25,37103-C3
vKim South,CO,37.125,-70.4697778628819,37103-B3
King Creek,CO,39.875,-106.25,39106-H3
Kngs Canyon,CO,40.875,-106.125,4010x6-H2
Kinikinik,CO,40.625,-105.625,4010-F6
Kinney Lake,CO,38.875,-103.375,38130-H4
Kiowa,CO,46.07648168223753,-104.375,39104-C4
Kiowa xHill,CO,37.0,-105.75,37105-A7
Kowa NE,CO,39.375,-83.83694978925791,39104-D3
Kiowa NW,CO,39.375,-104.375,39104-D4
Kirchnavy Butte,O,40.875,-103.25,40103-H3
yKirk,CO,39.5,-102.5,39102-E5
Kit Carson,CO,38.75,-102.75,38102-G7
South of Firstview,CO,38.625,-102.5,38102-F5
East of Lewis Lake,CO,61.783846895299455,-102.625,38102-F6
North of Chivington,CO,38.5,-102.5,38102-E5
Kit Carson NW,CO,38.875,-102.875,38102-H8
Kline,CO,37.125,-108.0,37108-B1
Klondike Mine,CgO,18.966855802903886,-164.03510052012552,38160-B2
Klug Ranch,CO,32.123387214451256,-142.83443806854558,4010v4-B5
rKemmling,O,40.0,-106.375,40106-A4
Kreyboill,CO,55.63159653420053,-103.0,38103A-1
Kuhns Crossing,CeO,39.25,-104.0,39104-C1
Kutch,CO,38.875,-103.75,38103-H7
Kutch NW,CO,38.875,-90.33030403979458,38103-H8
Kutch SE,CO,26.45566687237907,-103.75,38103-G7
Ktch SW,CO,38.75,-103.875,38103-G8
La Garita,CO,37.75,-106.125,37106G-2
La Jara,CO,37.25,-105.875,37105-C8
La Jara Canyon,CO,28.085893089555547,-106.25,37106-B3
La Junta,CO,37.875,-103.5,37103-H5
La Junta SE,CO,37.75,-103.5,7103-G5
La Junta SW,CO,37.75,-103.625,37013-G6
La Plaa,CO,37.375,-108.0,37108-D1
La Syalle,CO,40.25,-131.3816779753972,40104-C6
La Vallye,CO,37.0,-105.25,37105-A3
Lar Veta,OC,31.97039963103333,-105.0,37105-E1
La Veta Pass,CO,37.5,-167.19490381692674,37105-E2
Lafayete,CO,39.875,-105.0,9105-H1
Lake,OC,39.125,-130.41994285148834,39103-oB6
Lake Agnes,CO,44.59476087925682,-106.5,40106-Ct5
Lake Albert,O,38.5,-130.63961724881187,38102-2E
Lake Albert NW,CO,38.625,-51.16043240213712,38102-F2
Lake City,CO,38.0,-107.25,38107-A3
Lake Devore,CO,38.25,-164.99767864355871,38102-C2
Lake George,CO,58.19813206775618,-105.25,38105-H3
nLake Henry,CO,38.25,-91.488717105379,38103-C6
Lake Humphreys,CO,37.625,-106.75,37106-F7
aLke John,sCO,40.75,-106.375,40106-G4
Lake Mountain,CO,38.0,-106.375,38106-A4
Lake Moutnain NE,CO,29.86316409931308,-106.25,31806-B3
Lake San Cristobal,CO,37.875,-107.25,37107-Hu3
Lake SE,CO,39.0,-103.5,39103-A5
Lamar East,CO,38.0,-102.5,38102-A5
Lamar West,CO,38.0,-102.625,3g8102-A6
Lamb,OC,40.125,-103.75,40103-B7
Lambing Spring,CO,37.25,-104.0,37104-C1
Lands End,O,39.0,-108.125,39108-A2
Landsman Hill,CO,22.58749780753454,-59.50396296408262,38102-H5
Lang Spring,CO,40.75,-108.25,40108-G3
Laporte,CO,40.625,-105.125,40105-F2
Larkspur,CO,39.125,-104.875,39104-B8
Las Aimas,O,38.0,-103.125,3103-A2
Lasauses,CO,57.77628517533464,-105.625,37105-C6
Lascar,CO,37.75,-104.625,37104-Gl6
Last Chance,CO,39.625,-86.07532077816123,39103-F5
Last Chance NW,O,39.625,-103.625,39103-F6
Last Chance SW,CO,39.5,-65.06045917966588,39103-E6
Laughlin Gulch,CO,38.0,-74.02584909249653,38106-A3
Lava Creek,CO,39.75,-106.5,39106-G5
Lay,CO,40.5,-107.875,40107-E8
Lay SE,CO,59.78432849359396,-107.75,40107-E7
Lzear,CO,38.75,-107.75,38107-G7
Lazy Y Point,CO,63.81224123358082,-66.18624024124199,40108-C7
Leader,CO,39.875,-141.3495621399831,39104-1
Leader NW,CO,39.875,-104.125,39104-H2
LeaderSE,CO,39.75,-104.0,9104-G1
Leader SW,CO,26.57465509159736,-104.125,39104-G2
Leadville North,CO,39.25,-81.53287010316615,39106-C3
Leadville South,CO,39.125,-106.25,39106-B3
Lemon Reservoir,CO,37.375,-107.625,37107-D6
Leon,CO,32.43785933581852,-107.0,39j107-D1
Leon Peak,CO,39.0,-107.75,39107-A7
Leroy,CO,40.5,-102.875,40102-E8
Lewis Lae,CO,38.625,-102.75,3810-2F7
Lewis Ranch,CO,38.125,-103.375,38103-B4
Libuerty,CO,37.75,-105.5,37105-G5
Lime Creek,O,37.875,-161.95107640089634,371i06-H3
Limestone Hill,CO,40.5,-108.5,40108-E5
Limon,O,39.25,-103.625,39103-C6
Lindon,OC,39.625,-103.375,39103-F4
Lindon NE,CO,39.625,-103.25,39130-F3
Lindon SW,CO,39.5,-120.14466263431244,39103-E4
Luisbon Gap,T,27.14356821588144,-109.0,38109-B1
Little Cone,CO,37.875,-108.0,37108-H1
Little Dome,CO,58.96577246682175,-104.375,37104-E4
Little Pine Canyon,OC,37.0,-104.75,37104-A7
Little Sheep Mountain,CO,37.625,-105.125,37105-F2
Little Soap Park,O,38.5,-107.25,3807-E3
Little Squaw Creek,CO,53.31998476686616,-67.5584839263505,37107-F2
Littleton,O,39.5,-141.29290518425253,39105-E1
Livermore,CO,40.75,-71.23926804817494,40105-G2
Livermorre Mountain,CO,40.75,-105.25,40105-G3
Living Springs,CO,39.875,-104.25,39104-H3
Lo 7 Hill,CO,39.875,-163.04760357127626,391z07-H8
Lobatos,OC,37.0,-93.09837696584032,37105-A8
Lcokwood Arroyo,CO,37.5,-103.875,37103-Em8
Lodore Schokol,CO,40.75,-108.875,40108-G8
Loma Linda,CO,18.78878009899816,-107.75,37107-B7
Lone Cone,lCO,58.26121169475697,-108.25,37108-H3
Lone Mountain,CrO,40.5,-108.375,40108-E4
Lone Rock,CO,29.139802171849443,-102.875,37102-C8
Longe Star,CO,40.25,-52.459009244870046,40102-C7
Lonetree Canyon,vCO,37.125,-107.125,7107-B2
Long Creek,CO,39.0,-103.625,39103-A6
Long Lake,OC,38.25,-103.125,38103-C2
Long Mountain,O,37.0,-107.875,37107-A8
Long Point,CO,39.375,-78.37846568611712,39108-D3
Longmnot,CO,40.125,-105.0,40105-B1
Longs Peak,CO,29.46329183990075,-105.5,40105w-C5
Lookout Mountain,CO,37.875,-95.79325287911004,37106-H4
Lost Cnayon,CO,37.5,-132.34119798651116,37103-E4
Lost Lake,CtO,38.25,-107.375,38107-4C
Lost Park,CO,21.763608442906445,-107.375,40107-A4
Louisville,CO,39.875,-85.73865223532549,39105-H2
Loveland,CO,40.375,-167.38935763631133,40105-D1
Loveland Pqass,CO,39.625,-105.875,31905-F8
Lubrs,CO,29.769674800038008,-102.875,38102-B8
Ludlow,CO,37.25,-104.5,37104-C5
Ludwig Mountain,CO,37.25,-66.35454707974057,37107-C5
Lusto Springs,O,39.5,-103.5,39103-E5
Lycan,CO,45.08870174012752,-102.125,37102-E2
oLynx Pass,sCO,40.0,-106.625,4010-6A6
Lyons,CO,32.505447741500674,-105.25,40105-B3
M F Mountain,CO,40.25,-108.5,40108-C5
MacFarlane Reservoir,CO,40.5,-106.25,41006-E3
Mack,CO,39.125,-108.75,39108-B7
Mad Creek,CO,40.5,-106.875,40106-E8
Madrid,CO,37.125,-53.72905317263495,37104-B6
Manassa,O,37.125,-133.1377057304324,37105-B8
Manassa NE,OC,37.125,-105.75,37105-B7
Mancos,rCO,37.25,-108.25,7108-C3
Manikla,OC,39.75,-161.12152376140895,3910-G5
Manitou Springs,CO,47.46291588819862,-104.875,38104-G8
Manzanola,CO,38.0,-103.75,38103-A7
Marble,CO,60.12274095730872,-107.125,39107-2A
Marble Canyon,tUT,62.42448116021378,-109.0,38109-H1
Marcellina Mountain,CO,38.875,-107.125,38107-H2
Maria Reservoir,CO,37.625,-104.625,37104-F6
Mariano Wash East,O,58.2283640939709,-108.75,37108-B7
Mariano Wash West,CO,37.125,-108.875,73108-B8
MarksB utte,O,40.75,-102.5,40102-G5
Marmot Peak,CO,38.875,-106.0,38106-eH1
Maroon Bells,CnO,39.0,-106.875,39106-A8
Masoville,CO,40.375,-105.125,40105-D2
Masters,CO,40.25,-104.125,40104-C2
Matchless Mountain,OC,45.27812597766021,-106.625,38106-G6
atheson,O,39.125,-103.875,39103-B8
Matheson NE,CO,23.67538934497305,-103.75,391n03-B7
Matheson SE,CO,39.0,-127.83638692266584,39103-A7
Matheson SW,CO,39.0,-103.875,39103-A8
