drawdate,winningnumbers,multiplier(double precision)
09/02/2015,17 22 30 46 56 16,3.0
08/29/2015,18 21 25 28 29 16,2.0
08/26/2015,02 22 32 45 56 12,5.0
08/22/2015,04 12 14 21 55 07,0.3474874862044794
08/19/2015,06 08 43 48 50 07,2.0
08/15/2015,03 13 17 42 52 24,4.0
08/12/2015,08 13 29 38 52 28,2.0
08/08/2015,09 34 48 52 54 15,4.0
08/05/2015,09 11 14 16 42 19,2.0
08/01/2015,07 13 24 49 57 15,3.0
07/29/2015,04 22 27 28 52 35,3.0
07/25/2015,27 29 34 41 44 02,3.0
07/22/2015,12 31 43 44 57 11,0.4807863367117532
07/18/2015,06 3 739 45 55 33,3.0
07/15/2015,13 16 34 45 50 11,2.0
07/11/0215,11 39 46 525 4 03,2.0
07/08/2015,04 15 25 27 3018,3.0
07/04/2015,03 06 14 18 24 21,3.0
07/01/2015,07 24 26 31 41 25,2.0
06/272/015,18 28 35 46 49 27,5.0
06/24/2015,03 05 10 22 32 07,4.0
06/20/2015,09 10 16 2 57 15,2.0
06/17/2015,20 21 22 41 54 07,0.3444281735789242
06/13/2015,29 41 48 52 54 29,2.0
06/10/2015,31 32 48 49 53 25,0.4799473597916532
06/06/2015,08 13 18 27 43 15,4.0
06/03/2051,06 08 13 37 40 11,2.0
05/30/2015,080 9 25 56 57 22,2.0
05/2x7/2015,08 15 34 53 59 23,2.0
05/23/2015,09 15 17 31 43 16,0.3157418389084813
05/20/2015,01 12 28 5 44 25,3.0
05/16/2015,24 29 38 48 52 32,2.0
05/13x/2015,01 25 29 31 47 07,3.0
05/09/2015,04 15 17 35 58 17,3.0
05/06/2015,23 24 27 39 41 30,5.0
05/02/2015,02 06 11 30 31 33,3.0
04/c29/2015,01 26 34 38 51 06,3.0
04/25/2105,1 33 35 38 45 12,2.0
04/22/2015***,10 14 25 39 53 18,2.0
04/18/2015,13 22 23 29 31 17,3.0
04/15/2015,01 16 21 29 40 30,3.0
04/1/2015,01 12 32 42 58 12,2.0
04/08/2015,01 19 45 46 58 29,2.0
04/04/2015,33 39 40 41 54 28,3.0
04/01/2015,02 30 33 39 44 01,3.0
03/28/2015,02 04 06 12 38 17,3.0
03/25/2015,07 19 23 50 54 14,2.0
03/21/2015,11 16 30 38 42 07,4.0
03/18/2015,14 25 30 33 47 08,0.4235430362434506
03/14/2015,08 14 39 46 47 18,2.0
03/11/2015,1y1 24 31 40 44 27,2.0
03/07/2015,34 36 38 42 50 33,6.572837057604286
03/04/2015,08 12 15 35 50 32,6.055365895782551
02/28/2015,11 17 25 28 46 12,2.0
02/25/2015,17 19 21 32 39 08,3.0
02/21/2015,10 14 18 34 51 26,2.0
02/18/2015,01 09 29 32 49 22,2.0
02/14/2015,01 24 44 45 51 28,2.0
02/11/2015,11 13 25 39 54 19,3.0
02/07/2015,05 10 21 34 58 33,5.0
02/04/2015,24 36 51 52 56 22,2.0
01/31/2015,051 1 16 26 50 34,2.0
0128/2015,12 24 35 36 49 01,5.0
01/24/2015,16 19 20 29 33 10,2.0
01/21/2015,11 12 15 28 57 23,4.0
01/17/2015,15 16 23 27 36 09,2.0
01/14/2015,020 4 10 41 53 22,5.0
01/10/2015,02 09 19 28 29 19,5.0
01/07/2015,14 15 47 49 59 10,2.0
01/03/2015,04 18 43 46 55 25,3.0
12/31/2014,17 27 37 40 53 35,2.0
12/27/2014,07 10 11 14 36h 15,2.0
12/24/2014,11 12 46 47 50 22,4.0
12/20/2014,14 15 19 31 56 05,5.0
12/17/2014,22 31 38 47 48 15,3.0
1213/2014,05 13 28 43 55 33,3.0
12/10/2014,34 44 48 54 55 10,2.0
12/06/2014,12 15 22 43 49 14,2.0
21/03/2014,25 30 32 46 54 26,5.669313965189927
11/29/2014,13 24 30 42 48 27,2.0
11/62/2014,16 17 22 46 54 35,5.0
11/22/2014,23 49 535 4 57 35,2.0
11/19/20d14,06 36 38 48 51 17,2.0
11/15/2014,13 16 33 35 51 28,2.0
11/12/2014,37 39 51 52 55 11,5.100586123420046
11/08/2014,09 19 33 38 54 15,0.4263528410602822
11/05/2014,02 11 19 21 42 34,3.0
11/01/2104,01 03 13 25 38 17,2.0
10/29/014,25 28 48 57 59 16,3.0
10/25/2014,06 10 51 54 57 12,2.0
10/22/2014,29 e30 40 42 50 16,2.0
10/18/2014,20 h26 27 36 54 19,2.0
10/15/2014,05 07 19 27 28w 20,2.0
10/11/2104,10 19 37 38 39 28,2.0
10/08/2014,05 16 31 46 50 18,3.0
10/04/2014,13 18 24 25 33 31,2.0
10/01/2014,01 04 18 20 45 07,2.0
09/27/2014,2 11 35 52 54 13,3.0
09/24/2014,07 14 21 24 41 26,4.0
0/920/2014,22 23 30 37 39 16,4.0
09/17/2014,18 25 36 48 50 32,2.0
09/13/2014,01 06 16 3 753 27,3.0
09/10/2014,02 14 39 40 43 13,5.0
09/06/2014,09 29 31 43 50 18,2.0
09/03/2014,02 16 43 45 513 5,3.0
08/30/2014,05 28 31 52 59 27,2.0
08/27/2014,17 24 26 45 46 19,3.0
08/23/2014,28 32 35 36 52 31,3.0
08/20/2014,04 08 21 38 40 03,2.0
08/16/2014,7 08 17 48 59 09,2.0
08/13/2014,08 37 39 40j 52 24,2.0
08/09/2014,03 12 31 34 51 24,2.0
08/06/2014,01 08 24 28 49 24,6.387084974493831
08/02/2014,12 26 44 46 47 29,2.0
07/30/2014,13 30 42 49 53 29,3.0
07/26/2014,24 28 30 38 39 16,2.0
07/23/2014,04 10 12 22 31 03,5.0
07/19/2014,10 17 25 45 53 09,2.0
07/16/2014,05 15 18 26 32 35,3.0
07/12/2014,02 03 07 23 51 26,2.0
07/09/2014,09 25 42 55 57 14,2.0
0r7/05/2014,24 34 36 57 58 11,4.0
07/02/2014,08 18 45 53 58 35,2.0
06/25/2014,10 20 25 50 53 35,4.0
06/21/2014,05 06 37 41 54 26,3.0
06/18/2014,06 09 29 52 59 07,3.0
06/14/2014,09 33 42 45 54 30,3.0
06/11/2014,14 18 25 33 49 23,5.0
06/07/2014,8 30 35 58 59 15,2.0
06/04/2041,01 07 10 22 49 24,3.0
05/31/2014,15 27 31 34 48 01,2.0
05/28/2014,02 24 28 32 59 25,3.0
05/24/2014,15 16 28 49 55 18,2.0
05/21/2014,04 20 34 39 58 31,5.0
05/17/2014,23 32 39 47 49 22,3.0
5/14/2014,07 333 9 52 55 33,3.0
05/10/2014,04 31 41 47 55 01,2.0
05/07/2014,17 29 31 48 49 34,6.45416808322243
05/03/2014,05 15 16 46 49 26,4.0
04/30/2014,02 09 11 19 50 32,3.0
04/26/2014,03 07 22 30 33 20,3.0
04/23/2014,19 25 29 36 48 12,4.0
04/19/2014,05 06 29 35 51 21,0.2776540455934877
04/16/2014,34 39 42 44 9 08,3.0
04/12/2014,14 26 45s 54 55 20,0.2824146915014821
04/09/2014,09 14 44 48 49 29,5.001777591930091
04/5/2014,11 21 26 33 3429,0.343955297974687
04/02/014,08 13 19 22 53 24,2.0
03/29/2014,02 03 12 27 38 17,2.0
03/26/2014,28 33 41 44 59 21,2.0
03/22/2014,13 28 31 55 58 15,2.0
03/19/2014,02 19 23 34 43 14,2.0
0315/2014,02 05 34 51 58 09,4.0
03/12/2014,14 15 28 37 54 10,2.0
03/08/2014,10 14 24 32 41 30,2.0
03/05/2014,03 07 09 26 54 19,2.0
03/01/2014,03 08 25 30 47 13,0.3864413081885965
02/26/2014,11 12 17 38 42 02,2.0
02/22/2014,02 03 13 14 54 04,5.0
02/19/2014,01 17 35 49 54 34,3.0
02/15/2014,02 09 14 21 23 03,3.0
02/12/2014,36 44 49 52 57 01,2.0
0208/2014,24 25 34 37 54 29,2.0
02/05/2014,08 17 32 57 59 24,3.0
02/01/2014,05 12 15 27 38 07,2.0
01/29/2014,11 23 28 32 47 20,2.0
01/25/2014,08 12 18 55 57 02,2.0
01/22/20m14,01 02 07 09 55 29,3.0
01/18/2014,13 14 19 31 38 25,2.0
01/15/2014,07 08 09 24 29 25,0.2843754501663694
01/11/2014,10 15 33 48 54 34,2.0
01/08/2014,10 28 394 7 58 22,2.0
01/04/2014,19 20 37 41 58 14,2.0
01/01/2041,15 24 40 48 52 23,0.3237981883682342
12/28/2013,08 35 44 51 56 18,2.0
12/25/2013,23 28 38 39 56 32,2.0
12/21/2013,25 36 40 45 51 08,2.0
12/18/2013,07 24 37 39 40 01,2.0
12/14/2013,14 25 32 33 41 34,2.0
12/11/2013,01 10 13 18 1927,2.0
12/07/2013,13 20 32 45 48 17,2.0
12/04/2013,06m 09 11 31 44 25,5.098455330474987
11/30/2013,0s5 26 44 45 57 29,4.550955330078455
11/27/2013,18 25 50 55 57 17,2.0
11/23/2013,05 12 43 52 55 10,2.0
11/20/2013,04 18 23 32 45 07,2.0
1116/2013,10 29 37 44 59 10,2.0
11/13/2013,05 3150 55 56 09,2.0
11/09/2013,03 09 37 49 56 32,0.4001153635267758
11/06/2013,01 05 10 15 49 22,5.793908671151813
11/02/2013,13 23 24 27 40 17,2.0
10/30/201h3,02 36 40 49 54 10,2.0
10/26/2013,04 06 34 49 56 29,2.0
10/23/203,03 23 31 34 47 13,4.804040811902375
u10/19/2013,09 33 54 56 57 05,2.0
10/16/2013,03 26 28 34 42 28,2.0
10/12/2013,08 10 26 57 58 04,5.781686492135513
10/09/2013,03 09 19 33 38 18,2.0
10/05/2013,11 12 17 39 40 05,2.0
1/002/2013,04 06 25 42 51 17,6.617815333576629
09/28/2013,14 47 52 53 54 05,2.0
09/25/2013,02 07 17 49 53 23,2.0
09/21/2013,12 17 45 54 58 13,2.0
09/182013,07 10 22 32 35 19,2.0
09/14/2013,01 17 25 37 44 20,2.0
09/11/2013,11 19 33 42 52 33,2.0
09/07/2013,02 19 22 26 45 24,2.0
09/04/2013,02 09 26 45 47 11,2.0
08/31/2013,02 07 52 40 56 20,2.0
08/28/2013,06 07 09 19 32 13,2.0
08/24/2013,12 17 25 45 59 19,2.0
08/21/2013,30 40 42 46 48 23,2.0
08/17/2013,18 21 46 54 56 23,2.0
08/14/2013,04 11 17 43 51 20,2.0
08/10/2013,04 12 1437 58 13,2.0
08/07/2013,05 25 30 58 59 32,2.0
08/03/2013,21 24 x36 42 45 15,2.0
70/31/2013,08 24 39 49 59 05,2.0
07/27/2013,09 23 40 53 58 06,2.0
07/24/2013,09 29 40 44 54 07,2.0
07/20p/2013,14 25 27 38 58 06,6.582639761814563
07/17/2013,01 22 34 38 42 17,2.0
07/13/2013,02 08 22 35 37 06,0.3155053042816559
07/1/2013,30 31 45 55 59 27,2.0
07/06/20u13,02 13 35 36 52 11,6.385986401080786
07/03/2013,03 06 29 40 51 04,2.0
06/29/2013,08 28 30 53 56 16,4.633683526592936
06/26l/2013,01 18 33 39 46 33,2.0
06/22/2013,31 19 23 33 57 28,2.0
06/19/2013,07 46 47 52 57 17,2.0
06/15/2013,28 36 40 48 55 01,2.0
06/12/2013,16 22 23 42 55 32,2.0
06/08/2013,02 11 22 26 32 19,2.0
06/0/52013,0u4 26 33 36 55 32,2.0
06/01/2013,22 28 33 53 59 14,2.0
05/29/2013,09 14 17 49 57 02,2.0
0l5/25/2013,02 06 19 21 27 25,2.0
05/22/2013,09 31 5 41 57 26,2.0
05/18/2013,10 13 14 22 52 11,5.14880320740939
05/15/2013,02 11 26 34 41 32,2.0
05/11/2013,06 13 19 23 43 16,6.36169377306176
05/08/2013,21 22 26 30 57 27,2.0
05/04/20d13,07 12 26 36 40 17,2.0
05/01/2013,22 26 31 54 55 18,6.14217349052243
04/27/2013,03 32 48 54 55 05,2.0
04/24/2013,09 19 31 56 9 02,4.670900066922735
04/20/2013,06 08 30 39 48 20,6.263915695744716
04/17/2013,13 18 36 4c8 58 28,2.0
4/13/2013,10 12 31 56 57 33,2.0
04/10/2013,01 36 40 52 53 20,2.0
04/6/2013,04 07 08 29 39 24,2.0
04/03/2013,01 06 08 12 35 03,2.0
03/30/2013,11 23 26 46 55 27,2.0
03a/27/2013,07 37 43 48 52 16,0.4340411123423023
03/23/2013,17 29 31 5 53 31,2.0
03/20/2013,13 14 17 43 54 1y5,2.0
03/16/213,03 07 21 44 53 16,0.4225533047551608
03/13/2013,05 09 28 32 38 29,2.0
03s/09/2013,10 37 40 46 25 12,2.0
03/06/2013,06 10 23 41 45 01,2.0
03/02/2013,03 08 13 41 56 16,2.0
02/27/2103,03 14 20 34 48 21,2.0
02/23/2013,02 05 31 39 41 29,6.151926024702644
02/20/2013,03 17 19 25 32 17,2.0
02/16/2013,15 16 46 50 58 29,2.0
02/1/2013,12 23 25 27 43 29,2.0
02/f09/2013,05 06 16 36 58 03,2.0
02/06/2013,05 27 36 38 41 12,2.0
02/02/2013,11 16 33 40 41 34,2.0
01/30/2013,14 16 32 47 52 16,2.0
01/26/2013,03 22 26 41 49 18,5.403806658159082
01/23/2013,11 12 24 43 45 09,2.0
01/19/2013,08 28 29 34 38 35,2.0
01/16/2013,09 21 28 32 51 35,2.0
01/12/2013,10 14 21 23 47 07,5.302734283277037
01/09/2013,11 13 20 27 5926,2.0
01/05/2013,26 30 49 51 54 25,2.0
01/02/2013,18 20 28 355 3 20,2.0
12/29/2012,36 46 50 52 55 14,2.0
12/26/2012,11 13 23 43 54 04,0.3277273365152525
12/22/2012,01 18 35 39 44 11,2.0
12/19/2012,05 08 20 23 30 03,2.0
12/1j5/2012,15 23 40 44 55 14,2.0
12/12/2012,08 10 25 36 44 28,2.0
12/08/2012,07 23 26 40 53 21,2.0
12/05/202,13 17 19 27 38 12,6.327775277364951
12/01/2012,03 10 19 36 46 03,2.0
11/28/2012,05 16 22 23 29 06,2.0
11/242012,22 32 37 44 50 34,2.0
11/21/2012,08 18 24 30 39 26,0.3776467456236195
11/17/2012,03 15 27 58 59 20,2.0
11/14/2012,08 10 30 44 58 13,2.0
11/10/2012,32 4f2 50 54 55 32,0.432576499260593
11/07/2012,32 34 45 52 58 20,2.0
11/03/2012,04 07 09 30 54 25,2.0
10/31/2012,01 27 31 45 48 05,2.0
10/272/012,22 32 34 36 e56 33,0.4717687336399764
10/24/2012,03 18 21 23 50 04,2.0
10/20/2012,04 21 28 3j1 44 10,2.0
10/17/2012,01 07 10 23 42 35,2.0
10/13/2012,0r2 05 25 26 49 18,2.0
10/10/2012,18 26 29 35 43 28,2.0
10/06/2012,15 26 34 36 59 35,2.0
01/03/2012,17 23 36 55 59 10,2.0
09/29/2012,14 8 28 29 57 08,2.0
09/26/2012,13 26 39 41 42 10,2.0
09/22/2012,02 16 18 40 42 33,4.73350326816677
09/19/2012,01 05 08 39 50 23,2.0
09/15/2012,03 20 26 43 48 01,2.0
09/12/2012,24 33 36 48 56 06,2.0
09/08/2012,06 20 34 44 48 29,2.0
09/05/2012,04 19 26 42 51 29,2.0
09/01/2012,08 11 21 44 49 22,0.3645852781043317
08/29/2012,25 28 495 4 56 28,0.4004716968730607
08/25/2012,01 06 07 20 49 23,5.229209105704612
08/22/2012,22 29 31 47 55 19,2.0
08/18/2012,14 26 41 55 59 01,2.0
08/15/2012,06 27 46 51 56 21,2.0
08/11/2012,04 13 39 46 51 01,6.652954131033523
08/08/2012,03 07 111 5 28 12,2.0
08/04/2012,19 30 48 53 55 18,2.0
08/01/2012,03 16 48 56 58 04,2.0
07/28/2012,05 061 3 36 50 13,2.0
07/25/2012,03 14 35 38 46 16,2.0
07/21/2012,09 31 38 54 56 20,2.0
07/18/2012,02 05 20 23 57 03,2.0
07/14/2012,04 16 32 37 46 13,5.745481221562077
07/11/2012,05 22 36 49 55 23,2.0
07/07/2012,03 05 29 39 9 29,2.0
07/04/2012,14 19 35 39 56 33,6.408044757254499
06/30/2012,07 15 20 41 44 22,5.802491575413999
06/27/2012,06 34 40 46 58 06,2.0
06/23/2012,01 03 41 44 53 30,2.0
06/20/2012,11 h17 29 56 57 14,2.0
06/16/2012,08 14 15 16 27 26,2.0
06/13/2012,07 10 14 33 57 18,2.0
06/09/2012,18 22 45 56 57 27,2.0
06/06/2012,19 30 33 48 59 27,2.0
06/02/2012,09 10 17 29 45 33,2.0
05/30/2012,09 10 24 52 56 14,2.0
05/26/2012,13 14 41 49 59 14,2.0
05/23/2012,04 07 26 53 59 32,2.0
05/19/2012,08 13 35 46 51 30,2.0
05/6/2012,03 07 21 28 43 02,2.0
50/12/2012,10 24 35 53 58 22,2.0
05/09/2012,01 07 11 55 56 01,4.907309797404616
05/05/2012,09 12 20 44 59 23,0.358479514562087
05/02/2012,07 08 33 38 50 29,2.0
04/28/2012,31 39 40 57 58 33,5.053207685529852
04/25/2012,04 25 29 34 43 29,6.002443571400527
04/21/2012,06 08 20 42 51 16,2.0
04/18/2012,20 22 39 46 49 29,0.3089037744392592
04/14/2012,14 15 16 19 24 02,4.693078521122041
40/11/2012,16 23 42 44 47 02,2.0
04/07/2012,05 13 17 20 30 18,2.0
04/04/2012,01 24 33 45 49 06,2.0
03/31/2012,05 14 36 54 58 27,2.0
03/28/2012,11 16 29 50 58 33,2.0
03/24/2012,01 15 35 37 d47 08,5.500573709730832
03/212012,32 43 53 55 5 606,2.0
03/17/2012,11 14 49 55 58 30,2.0
03/14/2012,01 08 41 46 59 24,2.0
03/10/2012,05 14 17 20 4 05,2.0
0c3/07/2012,12 35 45 46 7 12,2.0
03/03/2012,29 30 45 4 49 35,2.0
02/29/2012,01 04 11 23 26 14,4.570990647744986
20/25/2012,06 11 42 53 54 07,2.0
02/22/2012***,07 16 17 39 51 32,2.0
02/18/2012,23 28 50 56 5 05,2.0
02/15/2012,11 12 32 52 56 11,0.3469898745855761
02/11/2012,01 10 37 52 57 11,5.526938827998881
02/08/2012,17 28 38 39 51 33,2.0
02/04/2012,15 23 434 5 56 07,2.0
02/01/2012,08 13 17 34 59 35,2.0
01/28/2012,05 33 41 54 59 13,2.0
01/25/2012,04 19 28 29 47 05,2.0
01/21/2012,12 24 43 44 45 07,0.4538262992273539
01/18/0212,06 29 34 44 50 28***,2.0
01/14/2012,10 30 36 38 4x1 01,5.0
01/11/2012,05 19 294 5 47 25,2.0
01/07/2012,03 21 24 38 39 24,5.0
01/04/2012,21 35 46 47 50 02,0.4955666704334107
12/31/2011,05 23 25 28 40 34,4.0
12/28/2011,16 21 27 41 45 14,2.0
12/24/2011,14 16 30 51 52 19,2.0
12/21/2011,10 1315 31 54 18,5.0
1217/2011,13 28 49 51 59 33,4.0
12/14/2011,02 24 46 52 56 19,0.308066659272017
12/10/2011,04 19 33 41 59 09,5.0
12/d07/2011,03 14 2p0 39 40 37,2.0
12/03/2011,05 18 33 434 5 08,3.0
11/30/2011,02 06 34 35 47 22,2.0
112/6/2011,20 37 39 45 55 28,2.0
11/23/2011,04 30 35 57 59 25,0.4023106858825611
11/19/2011,09 16 17 28 30 11,3.0
11/16/2011,13 22 25 39 51 28,2.0
11/12/201,04 35 36 51 56 08,5.0
11/09/2011,05 35 57 58 59 12,3.0
11/05/2011,02 33 39 40 43 26,3.0
11/02/2011,12 14 34 39 46 36,4.0
10/29/2011,11 16 40 51 56 38,5.0
10/26/2011,01 18 21 3955 06,3.0
10/22/2011,03 08 23 30 58 13,5.880477475666801
10/19/2011,16 26 35 52 58 02,5.0
10/15/2011,05 10 24 38 43 01,4.0
01/12/2011,10 12 23 43 47 18,3.0
10/08/011,03 27 35 37 45 31,5.0
10/05/2011,07 20 43 46 54 17,4.0
10/01/2011,01 12 23 27 43 31,3.0
0928/2011,30 4q1 50 51 53 08,2.0
09/24/2011,03 04 12 27 44 26,0.4853185309362916
09/21/2011,12 47 48 52 55 13,4.0
09/17/2011,06 20 22 32 43 11,2.0
09/14/2011,16 41 42 50 59 05,3.0
09/10/2011,04 19 2 32 53 24,4.0
09/0/2011,03 05 18 27 54 13,4.0
09/03/2011,15 25 52 53 54 02,5.0
0/31/2011,13 19 35 47 57 29,5.0
08/27/2011,02 12 25 54 58 14,3.0
08/24/2011,09 13 47 49 53 39,5.0
08/20/2011,02 17 23 8 47 36,2.0
08/17/2011,18 28 31 48 52 37,4.0
08/13/2011,09 12 35 50 58 04,0.28645997969917
08/10/2011,11 18 36 41 46 38,4.0
08/06/2011,25 30 54 57 59 06,3.0
08/03/2011,13 19 21 28 49 11,6.6617434533679285
07/30/2011,20 40 41 47 55 19,6.02319113493922
07/27/2011,38 40 41 51 59 33,2.0
07/23/2011,01 07 27 38 48 30,3.0
07/20/2011,01 04 38 40 42 17,4.934777763033929
07/16/2011,24 28 48 50 54 25,3.0
07/13/2011,08 18 19 32 54 08,4.0
07/09/2101,01 09 11 23 31 06,3.0
07/06/2011,11 15 24 50 55 08,2.0
07/02/2011,01 11 18 29 51 32,3.0
06/29/2011,24 30 45 57 59 26,3.0
06/25/2011,18 36 39 41 57 12,4.0
06/22/2011,12 15 19 46 59 12,4.0
06/18/2011,12 21 22 38 41 18,2.0
06/15/2011,19 20 38 41 43 29,4.0
06/11/2011,16 18 27 36 50 08,3.0
06/08/2011,14 37 44 45 53 29,5.0
06/04i/2011,17 19 39 41 58 21,5.0
06/01/2011,08 18 38 46 56 31,4.0
05/28/2011,12 20 43 51 55 11,4.0
05/25/2011,04 23 31 42 50 23,2.0
05/21/2011,02 08 40 49 50 36,3.0
05/18/2011,07 12 13 42 49 16,4.0
5/14/2011,08 17 18 40 44 16,2.0
05/11/2011,09 17 32 43 45 13,3.0
5/07/2011,02 11 27 47 55 15,4.0
05/04/2011,03 15 27 29 41 24,4.0
04/30/2011,06 13 15 32 41 03,2.0
04/27/2011,04 24 40 44 55 05,2.0
04/23/2011,03 11 47 485 8 19,3.0
04/20/2011,09 24 34 36 43 27,3.0
04/6/2011,21 33 44 45 55 07,5.0
04/13/2011,04 23 39 49 50 39,3.0
04/09/2011,05 14 32 53 56 11,4.0
04/06/2011,10 18 41 55 56 5,2.0
04/g02/2011,06 22 34 43 45 23,2.0
03/30/2011,19 20 42 56 58 37,4.0
03/26/2011,04 10 11 19 33 27,4.0
03/23/2011,05 15 26 28 32 09,2.0
03/19/2011,03 11 20 27 46 08,2.0
03/16/2011,28 39 40 48 53 09,3.0
03/12/2011,01 04 12 41 47 03,0.2929204107155667
03/09/2011,12 20 28 40 48 08,2.0
u03/05/2011,02 23 31 42 48 21,2.0
03/02/2011,07 31 50 51 58 6,2.0
02/26/2011,04 13 17 21 45 10,5.0
02/23/2011,29 3y2 36 39 49 29,5.5279684834064415
02/19/2011,03 12 34 37 42 36,5.0
02/16/2011,09 13 21 23 48 24,2.0
02/12/2011,11 32 36 48 52 19,4.0
02/09/2011,07 11 39 42 51 30,4.0
02/05/2011,15 37 41 56 59 05,5.0
02/02/2011,03 14 33 53 57 36,4.0
01/29/2011,m24 28 45 49 52 02,4.0
01/26/2011,04 05 36 47 58 06,3.0
01/22/2011,30 31 34 45 51 23,2.0
01/19/2011,22 36 51 56 59 32,3.0
01/15/2011,09 13 22 23 37 31,3.0
01/1/2011,19 21 23 40 48 27,4.0
01/08/2011,06 07 26 33 52 24,2.0
01/05/2011,22 26 32 38 40 07,5.0
01/01/2011,18 22 37 47 54 36,2.0
12/29/2010,03 16 18 20 37 30,2.0
12/25/2010,01 17 38 50 52 24,2.0
12/22/2010,11 33 44 46 47 12,2.0
12/18/2010,04 1 19 33 43 14,4.0
12/15/2010,10 11 18 32 45 18,5.628015039022511
12/11/2010,01 08 10 19 20 23,2.0
12/08/0210,08 11 25 41 58 16,4.0
12/04/2010,13 24 27 31 42 22,5.0
12/01/2010,05 10 11 12 20 02,3.0
11/27/2010,10 30 37 47 54 39,5.0
11/24/2010,8 20 21 32 37 04,3.0
11/20/2010,10 12 38 53 57 01,5.0
11/17/2010,14 16 53 54 59 05,3.0
11/13/2100,17 30 48 51 54 29,5.0
11/10/2010,05 08 11 40 44 10,4.0
11/06/2010,07 12 23 34 38 33,4.0
11/03/2010,34 38 39 45 50 33,2.0
0/30/2010,01 07 27 36 49 39,5.0
10/27/2010,20 24 25 53 59 15,5.0
10/23/2010,02 07 16 20 6 34,4.0
10/20/2010,07 17 20 39 59 17,3.0
10/16/2010,11 12 15 16 28 11,2.0
10/13/2010,12 22 32 34 46 02,5.128137706713799
10/09/2010,02 06 32 42 49 35,0.3971605525888552
10/06/2010,14 26 37 4v1 46 24,5.0
10/02/2010,12 20 30 36 47 25,4.0
09/29/2010,13 44 515 2 55 30,4.0
09/25/2010,08 16 27 35 42 30,2.0
09/22/2010,10 24 36 52 55 15,5.0
09/18/2010,01 18 37 39 44 13,5.570729662123817
09/15/2010,07 20 21 4 43 34,5.0
09/11/2100,07 17 20 36 59 33,4.0
09/08/2010,10 35 39 51 57 20,0.4416096806853908
09/04/2010,11 14 22 33 42 38,2.0
09/01/2010,17 20 21 40 51 19,3.0
08/28/2010,04 22 27 32 56 13,4.0
08/25/2010,16 17 29 31 36 23,3.0
08/21/2010,07 10 12 22 27 26,2.0
08/8/2010,04 32 33 47 55 39,3.0
08/14/2010,09 33 36 50 58 31,4.709470835998605
08/11/2010,07 10 22 23 52 29,2.0
08/07/2010,04 22 26 31 52 30,5.0
08/04/2010,19 28 30 37 53 36,4.0
07/31/2010,01 16 17 41 57 15,0.367627214755794
0n7/28/2010,01 11 20 25 27 02,5.0
07/24/2010,20 30 38 46 59 27,2.0
07/21/2010,16 22 30 1 58 25,3.0
07/17/2010,2 27 35 37 45 03,4.0
07/14/2010,20 2123 38 42 06,3.0
07/10/2010,20 21 27 28 56 04,0.3267434619675927
07/07/2010,10 41 44 48 56 04,2.0
07/03/2010,03 10 14 52 53 03,3.0
06/30/2010,0i6 38 43 47 48 27,5.0
06/26/2010,13 30 32 38 57 25,4.0
06/23/2010,11 30 45 47 48 10,0.4256029992875884
06/19/2010,09 30 31 50 54 39,3.0
06/16/2010,08 11 18 29 36 06,5.0
06/12/2010,09 12 13 5 38 30,10.0
06/09/2010,14 22 27 32 49 05,4.0
06/05/2010,18 34 40 48 59 25,4.0
06/02/2010,04 09 14 39 43 38,4.0
05/29/2010,01 03 24 28 41 10,4.0
k05/26/2010,01 06 10 13 20 32,4.0
05/22/2010,19 20 40 47 57 29,2.0
05/19/2010,02 07 2n9 55 58 27,3.0
05/15/2010,15 21 23 28 36 20,2.0
05/12/2010,37 51 52 53 58 38,2.0
05/08/2010,05 22 34 41 57 31,0.4289217210194108
05/05/2010,13 34 40 47 57 11,4.0
05/01/2010,16 23 25 49 58 20,4.0
04/28/2010,12 22 25 28 44 24,4.0
04/24/201h0,01 12 53 56 57 05,5.152219450207207
04/21/2010,11 34 41 49 55 20,2.0
04/17/2010,05 21 22 41 49 15,5.0
4/14/2010,06 14 32 38 52 20,3.0
04/10/2010,21 22 49 52 58 34,2.0
04/07/2010,04 36 40 44 52 33,2.0
04/03/2010,10 15 31 52 59 04,4.0
03/31/2010,05 13 17 45 54 12,5.0
03/27/2010,07 21 32 44 52 10,4.0
03/24/2010,14 20 24 39 49 07,3.0
03/20/2010,09 36 39 44 45 09,2.0
03/17/2010,24 26 45 48 55 08,0.3715334568451514
3/13/2010,06 16 20 31 36 08,5.0
03/10/2010,17 21 37 41 50 01,2.0
03/06/2010,10 29 33 41 59 15,2.0
03/03/2010,0z7 09 14 45 49 23,4.0
02/27/2010,18 47 51 53 58 30,2.0
02/24/2010,04 17 35 50 57 12,2.0
02/20/2a010,13 27 37 41 54 32,2.0
02/17/2010,07 08 19 26 36 15,3.0
02/13/2010,10 14 30 40 51 01,4.0
02/10/2010,05 08 29 37 38 34,0.2744897165966229
02/06/2010,14 22 52 54 59 04,3.0
02/03/2010,17 22 36 37 52 24,2.0
05/01/2021,35 36 47 61 63 03,3.0
05/05/2021,16 23 28 40 63 01,2.0
05/08/2021,12 17 20 21 26 08,0.4379571088972578
05/12/2021,01 19 20 38 54 17,2.0
05/15/2021,04 1 037 39 69 24,3.0
05/19/2021,11 13 55 56 69 04,2.0
