X,Y,PermitNumber,EffectiveDate,ExpirationDate,PermitStatus,RecordType,PlantClass,ResponsibleParty,FacilityName,PermitDescription,StreetAddress,City,State,ZIP,Longitude,Latitude,PermitType,PermitSubtype,PermitCategory,ObjectId
-85.88989678,38.18296465,O-0126,2020/05/11 00:00:00+00,2025/05/31 00:00:00+00,Open,Industrial Operating Permit,Title V,LG&E Cane Run Station,"LG&E Cane Run Station Base load electric generation, Natural Gas","Electric power plant that generates electric energy for local and remote distribution.  Converting to 2 on 1 Natural Gas turbines in 2015. On 7/15/2014, The District approved the application of temporary operatiing a emergency generator, from 7/15/2014 through 7/22/2014. Permit is exempted. (#TV-14-1017)",5252 CANE RUN RD  ,LOUISVILLE,KY,40216,-85.88989678,38.18296465,Industrial,Operating,Permit,248
-85.90826498,38.04824284,O-0127,2020/07/27 00:00:00+00,2025/07/31 00:00:00+00,Open,Industrial Operating Permit,Title V,LG&E Mill Creek Station,"LG&E Mill Creek Station Base Load Electric Generation, Coal","Electric power plant that generates electricity for local and remote distribution. Note: The new De-Dust system at gypsum pelletizing plant is determined to be NPR. It needs to be added to TV permit during next renewal/revision. (TV-14-1021, 8/12/2014)",14660 DIXIE HWY  ,LOUISVILLE,KY,40272,-85.90826498,38.04824284,Industrial,Operating,Permit,249
-85.71517622,38.19309158,O-0132,2016/06/14 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,LOUISVILLE LUMBER & MILLWORK C,LOUISVILLE LUMBER & MILLWORK,"Millwork and Furniture Manufacturer; closed (email confirmation 10/11/2021)",1400 LINCOLN AVE  ,LOUISVILLE,KY,40213,-85.71517622,38.19309158,Industrial,Operating,Permit,250
-85.73450377,38.24322739,O-0135,2015/04/23 00:00:00+00,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,LOUISVILLE STONEWARE CO,LOUISVILLE STONEWARE CO,Pottery company: A glaze spray booth used to apply glaze on molded greenware. Unit manufactured by Louisville Stoneware Company. Water-based glaze overspray is collected on baffle plate and in catch basin. 1 plate sanding operation used to sand unfired greenware.,731 BRENT ST  ,LOUISVILLE,KY,40204,-85.73450377,38.24322739,Industrial,Operating,Permit,251
-85.55221648,38.20772783,O-0139,2005/09/30 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,"139 LYNDON MILLWORK, INC.",Company closed    Woodworking company.,2360 AMPERE DR  ,JEFFERSONTOWN,KY,40299,-85.55221648,38.20772783,Industrial,Operating,Permit,252
-85.8481032,38.20581634,O-0143,2016/11/28 00:00:00+00,2021/11/30 00:00:00+00,Open,Industrial Operating Permit,FEDOOP with STAR,"MPLX Terminals, LLC","MPLX Terminals, LLC",Gasoline Terminal,3920 KRAMERS LN  ,LOUISVILLE,KY,40216,-85.8481032,38.20581634,Industrial,Operating,Permit,253
-85.74879711,38.25487464,O-0144,2020/05/28 00:00:00+00,2025/05/31 00:00:00+00,Open,Industrial Operating Permit,FEDOOP Exempt from STAR,Marcus Paint Company,Marcus Paint Company,Paint Manufacturer,235 E MARKET ST  ,LOUISVILLE,KY,40202,-85.74879711,38.25487464,Industrial,Operating,Permit,254
-85.5039868,38.26651784,O-0145,2019/07/16 00:00:00+00,2024/07/31 00:00:00+00,Active,Industrial Operating Permit,FEDOOP Exempt from STAR,"ROGERS GROUP, INC.",Rogers Group,,13400 OLD HENRY RD  ,LOUISVILLE,KY,40223,-85.5039868,38.26651784,Industrial,Operating,Permit,255
-85.74983285,38.24937298,O-0148,2023/03/28 00:00:00+00,2028/03/31 00:00:00+00,Open,Industrial Operating Permit,Title V,Lou. Med. Center Inc Steam & Chilled Water Plant,Lou. Med. Center Inc Steam & Chilled Water Plant (Provides steam to downtown hospitals),"Plantwide process description:  The source provides steam and chilled water services to the downtown hospital complex. The steam generated is utilized for medical sterilization and climate control for buildings.    Plantwide equipment description:  (6) steam boilers, (2) emergency generators, ash and coal handling systems",235 ABRAHAM FLEXNER WAY  ,LOUISVILLE,KY,40202,-85.74983285,38.24937298,Industrial,Operating,Permit,256
-85.83491381,38.230531,O-0149,2022/09/14 00:00:00+00,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,FEDOOP with STAR,Metropolitan Sewer District,Morris Forman Sewage Treatment Plant,Wastewater treatment plant,4522 ALGONQUIN PKY  ,LOUISVILLE,KY,40211,-85.83491381,38.230531,Industrial,Operating,Permit,257
-85.74974454,38.16110793,O-0150,2021/12/21 00:00:00+00,2026/12/31 00:00:00+00,Open,Industrial Operating Permit,FEDOOP Exempt from STAR,RIVERSIDE PAVING & CONTRACTING,Asphalt plant,"Plantwide process description:  Riverside Paving and Contracting, Inc. is a hot mix asphalt production facility    Plantwide equipment description:  Batchmix HMA mixer, (5) hopper/bin, (1) grinder, (1) shaker, (8) conveyor, (1) elevator, (1) dryer aggregate processing, (2) HMA silo, (1) hot oil transfer system, (1) cold parts washer, aggregate stockyard",263 EILER AVE  ,LOUISVILLE,KY,40214,-85.74974454,38.16110793,Industrial,Operating,Permit,258
-85.78301239,38.22764974,O-0152,2014/07/08 00:00:00+00,2019/07/31 00:00:00+00,Closed,Industrial Operating Permit,FEDOOP Exempt from STAR,The Sherwin-Williams Company,Paint Manufacturer,Ceased operation 05/01/18 (APCD-00093602)  4/8/2015 changed their work type to STAR Exempt (CMG),1630 W HILL ST  ,LOUISVILLE,KY,40210,-85.78301239,38.22764974,Industrial,Operating,Permit,259
-85.72683291,38.24270655,O-0160,2022/12/05 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,Omega Mirror Products,OMEGA MIRROR PRODUCTS,Disco ball manufacturer,1525 E BRECKINRIDGE ST  ,LOUISVILLE,KY,40204,-85.72683291,38.24270655,Industrial,Operating,Permit,260
-85.75057316,38.16245108,O-0164,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,SAFETY KLEEN CORP.,Metal parts cleaning solution distributor,Metal parts cleaning solution distributor,261 EILER AVE  ,LOUISVILLE,KY,40214,-85.75057316,38.16245108,Industrial,Operating,Permit,261
-85.80768977,38.20739397,O-0167,2020/09/02 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,"Diageo Americas Supply, Inc.","Diageo Americas Supply, Inc.",Distillery,3860 FITZGERALD RD  ,SHIVELY,KY,40216,-85.80768977,38.20739397,Industrial,Operating,Permit,262
-85.75303858,38.15462803,O-0168,2020/04/21 00:00:00+00,2025/04/30 00:00:00+00,Open,Industrial Operating Permit,FEDOOP Exempt from STAR,"PPG Architectural Finishes, Inc","PPG Architectural Finishes, Inc.",Paint Manufacturing,6804 ENTERPRISE DR  ,LOUISVILLE,KY,40214,-85.75303858,38.15462803,Industrial,Operating,Permit,263
-85.79550006,38.23558458,O-0169,2018/03/26 00:00:00+00,2001/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,JEFFERSON COUNTY PUBLIC SCHOOL,JEFFERSON COUNTY PUBLIC SCHOOL,,2509 WILSON AVE  ,LOUISVILLE,KY,40210,-85.79550006,38.23558458,Industrial,Operating,Permit,264
-85.77730825,38.23007481,O-0174,,2999/01/01 00:00:00+00,Closed,Industrial Operating Permit,FEDOOP with STAR,Closed,174 S & S PORCELAIN METALS,"Appliance enameling.  Company closed, Richard Heil field verified on 7/15/2011",1410 S 13TH ST  ,LOUISVILLE,KY,40210,-85.77730825,38.23007481,Industrial,Operating,Permit,265
-85.77366574,38.25345182,O-0175,2003/10/31 00:00:00+00,2999/01/01 00:00:00+00,Closed,Industrial Operating Permit,FEDOOP with STAR,Closed,175 PPG ARCH. FINISHES 13TH ST,PLANT CLOSED    Manufactures paint and caulk.,400 S 13TH ST  ,LOUISVILLE,KY,40203,-85.77366574,38.25345182,Industrial,Operating,Permit,266
-85.69801425,38.18980105,O-0182,2020/03/31 00:00:00+00,2025/03/31 00:00:00+00,Open,Industrial Operating Permit,FEDOOP Exempt from STAR,IRVING MATERIALS INC.,Concrete batch plant,"Plantwide process description:  IMI South, LLC-Selinda is a central mix (wet) ready mix concrete production facility    Plantwide equipment description:  (4) silo, (7) hopper, (1) loader, (4) storage tank, (1) waste oil heater, aggregate stockyard",1440 SELINDA AVE  ,LOUISVILLE,KY,40213,-85.69801425,38.18980105,Industrial,Operating,Permit,267
-85.75197392,38.18067084,O-0185,2017/04/07 00:00:00+00,2022/04/30 00:00:00+00,Open,Industrial Operating Permit,Title V,ALLNEX USA INC.,Allnex,Add vacuum system (Application 73970) to TV renewal. Added as NPR. DM# 75111    NPR for change in service of tank DM# 30315 for tank TT-12 from process tank to storage tank,4730 CRITTENDEN DR  ,LOUISVILLE,KY,40209,-85.75197392,38.18067084,Industrial,Operating,Permit,268
-85.80182929,38.24040415,O-0186,2019/01/02 00:00:00+00,2024/01/31 00:00:00+00,Open,Industrial Operating Permit,Title V,Reynolds Consumer Products LLC-Louisville Foil Plt,Reynolds Foil,,2827 HALE AVE  ,LOUISVILLE,KY,40211,-85.80182929,38.24040415,Industrial,Operating,Permit,269
-85.83855936,38.21463357,O-0187,2020/09/15 00:00:00+00,2025/09/30 00:00:00+00,Open,Industrial Operating Permit,Title V,Eckart America Corporation,Eckart,,4101 CAMP GROUND RD  ,LOUISVILLE,KY,40211,-85.83855936,38.21463357,Industrial,Operating,Permit,270
-85.84261091,38.21146014,O-0189,2014/09/01 00:00:00+00,2019/08/31 00:00:00+00,Open,Industrial Operating Permit,Title V,Rohm and Haas Chemicals LLC,Rohm and Haas Chemicals LLC,Manufactures acrylic resin,4300 CAMP GROUND RD  ,LOUISVILLE,KY,40216,-85.84261091,38.21146014,Industrial,Operating,Permit,271
-85.73213595,38.24268082,O-0191,2014/11/03 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,KINDRED HOSPITAL-LOUISVILLE,Hospital,"Plantwide process description:  Kindred Hospital is a long term acute care medical facility    Plantwide equipment description:  (2) Boilers, natural gas (fuel oil backup), (2) emergency generators, (2) cooling towers",1313 ST ANTHONY PL  ,LOUISVILLE,KY,40204,-85.73213595,38.24268082,Industrial,Operating,Permit,272
-85.7547433,38.15288717,O-0193,2016/07/12 00:00:00+00,2021/07/31 00:00:00+00,Closed,Industrial Operating Permit,FEDOOP Exempt from STAR,"MONDI BAGS USA, LLC",Packaging and paper products,,6820 ENTERPRISE DR  ,LOUISVILLE,KY,40214,-85.7547433,38.15288717,Industrial,Operating,Permit,273
-85.81530573,38.26218417,O-0201,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,JEFFERSON COUNTY PUBLIC SCHOOL,JEFFERSON COUNTY PUBLIC SCHOOL,,4018 W MARKET ST  ,LOUISVILLE,KY,40212,-85.81530573,38.26218417,Industrial,Operating,Permit,274
-85.75583509,38.20426888,O-0206,2004/12/31 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,206 SOUTHERN GRAPHIC SYSTEMS,"Printers, Company closed 6/21/2005.",2811 S FLOYD ST  ,LOUISVILLE,KY,40209,-85.75583509,38.20426888,Industrial,Operating,Permit,275
-85.83335075,38.22810066,O-0214,2021/08/11 00:00:00+00,2019/07/31 00:00:00+00,Open,Industrial Operating Permit,FEDOOP with STAR,Valero Terminaling and Distribution Company,Valero,Gasoline Terminal,4411 BELLS LN  ,LOUISVILLE,KY,40211,-85.83335075,38.22810066,Industrial,Operating,Permit,276
-85.89769718,38.14015963,O-0220,2016/02/15 00:00:00+00,2021/02/28 00:00:00+00,Open,Industrial Operating Permit,FEDOOP with STAR,"Buckeye Terminals, LLC","Buckeye Terminals, LLC – Louisville South",Gasoline Terminal,7800 CANE RUN RD  ,LOUISVILLE,KY,40258,-85.89769718,38.14015963,Industrial,Operating,Permit,277
-85.81260761,38.20915476,O-0221,2014/11/12 00:00:00+00,2025/01/31 00:00:00+00,Open,Industrial Operating Permit,FEDOOP Exempt from STAR,"BRENNTAG - MID SOUTH, INC.","BRENNTAG - MID SOUTH, INC.",Chemical Distribution,3900 TUCKER AVE  ,SHIVELY,KY,40216,-85.81260761,38.20915476,Industrial,Operating,Permit,278
-85.83879587,38.22172874,O-0222,2021/01/06 00:00:00+00,2999/01/01 00:00:00+00,About to Expire,Industrial Operating Permit,FEDOOP Exempt from STAR,TRANSMONTAIGNE OPERATING GP L.L.C.,TRANSMONTAIGNE OPERATING GP L.L.C.,Petroleum Terminal,4510 BELLS LN  ,LOUISVILLE,KY,40211,-85.83879587,38.22172874,Industrial,Operating,Permit,279
-85.56543519,38.21679223,O-0223,2021/11/08 00:00:00+00,2026/11/30 00:00:00+00,Open,Industrial Operating Permit,Title V,"Texas Gas Transmission, LLC","Texas Gas Transmission, LLC",Natural gas pumping station,10327 GASLIGHT WAY  ,JEFFERSONTOWN,KY,40299,-85.56543519,38.21679223,Industrial,Operating,Permit,280
-85.85113108,38.20619947,O-0225,2021/04/13 00:00:00+00,2026/04/30 00:00:00+00,Open,Industrial Operating Permit,FEDOOP with STAR,Citgo Petroleum Corporation - Louisville Terminal,Citgo Petroleum Corporation - Louisville Terminal,Gasoline Terminal,4724 CAMP GROUND RD  ,LOUISVILLE,KY,40216,-85.85113108,38.20619947,Industrial,Operating,Permit,281
-85.89402251,38.15518756,O-0226,2015/08/10 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,DAFCO INC.,DAFCO Inc.,"Plant ID 1751:(combined with this plant ID)      4830 CRITTENDEN DR       LOUISVILLE KY 40209         Permit: 30259-10-C  EFF - 2/28/2011; EXP - 2/29/2012 - Blast equipment, sanders, and dust collector.    Plant ID 226:      Permit: 97-08-O  EFF - 1/31/2008; EXP - 8/30/2009 - One (1) Thermtronix furnace model no LSF-650-25, rated at 600 lbs      Permit: 96-08-O  EFF - 1/31/2008; EXP - 8/30/2009 - One (1) Cincinnati Dust Master for control of dust from the grinder      Permit: 168-08-O  EFF - 8/30/2004; EXP - 8/30/2014 - Two (2) twenty-four inch (24"") fluidized beds containing fused silica sand for making ceramic shells      Permit: 95-08-O  EFF - 1/31/2008; EXP - 8/30/2009 - One (1) bench top grinder, model 100S      Permit: 171-08-O  EFF - 8/30/2004; EXP - 8/30/2014 - One (1) Johnson March fabric filter dust collector which conveys particulate matter from the casting cleaning operation      Permit: 169-08-O  EFF - 8/30/2004; EXP - 8/30/2014 - One (1) Torit 2DF4 dust collector with a rated capacity of 1500 CFM for collecting emissions from the fluidized beds      Permit: 170-08-O  EFF - 8/30/2004; EXP - 8/30/2014 - One (1) casting cleaning operation which includes 2 4"" belt grinders, Hammond 1700rpm, 2 12"" disk sanders, Wilton, model #37855, 1200 rpm, 1 16"" abrasive cutoff saw, Tabor model #28715, 2 sandblasters, Trinco model #DP-850, 30""x40"" with built in separator and bag collector, 1 shot blaster, wheelabrator 20""x27"", 2 cubic feet      Permit: 94-08-O  EFF - 1/31/2008; EXP - 8/30/2009 - One (1) Kleenapart parts washers rated at 45 gallons without a secondary reservoir      Permit: 172-08-O  EFF - 8/30/2004; EXP - 8/30/2014 - One (1) dewaxing furnace, Pacific Kiln, model no FFDWS-51818305B, for removing wax from ceramic molds. This furnace is equipped with an afterburner which has an efficiency of ninety-five percent (95%) for controlling paraffin wax smoke      Permit: 100-08-O  EFF - 8/31/2008; EXP - 8/31/2013 - One (1) dust collector bay type (Reumelin) vented to collect from finishing equipment. Previously permitted as permit 100-08-O under ID 1049      Permit: 708-07-O  EFF - 8/31/2008; EXP - 8/31/2013 - One (1) Shell mold oven rated at 800,000 BTU/hr. Previously permited as permit 708-07-O under ID 1049      Permit: 98-08-O  EFF - 8/31/2008; EXP - 8/31/2013 - A steel casting process including ceramic handling nonsprayed ceramic coating of pattern wax, wax melt and burnout ovens, 2 electric induction furnaces and metal finishing. Metal finishing includes knockout deburring and grinding, sandblasting and cutting. The ceramic coating and metal finishing are controlled by dust collectors. Previously permitted as ID 1049, and permit #98-08-O      Permit: 99-08-O  EFF - 8/31/2008; EXP - 8/31/2013 - One (1) Torit, cartridge type, dust collector, model number 2DF8 for collecting emissions from the ceramic coating. Previously permitted under ID 1049 and permit #99-08-O      Permit: 167-08-O  EFF - 8/30/2004; EXP - 8/30/2014 - One (1) melting, pouring and casting operation which includes one (1) induction melting furnace, Industotherm, 75 kw, 150 pounds per hour maximum for steel, brass, bronze and cupro-nickel         Permit: 31785-11-C  EFF 3/18/2011; EXP 3/31/2012 - Shot blast, dust collector, boiler, two burn off ovens         NPR - F-13-1000 - Email sent with letter stating the 1.1 MMBtu/hr natural gas direct fired boiler applied for is an IA and does not need to be permitted. DM#56402",6761 CANE RUN RD  ,LOUISVILLE,KY,40258,-85.89402251,38.15518756,Industrial,Operating,Permit,282
-85.79673363,38.24574724,O-0227,2018/02/01 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,SYPRIS TECHNOLOGIES,SYPRIS TECHNOLOGIES,Automobile Parts Maker,2612 HOWARD ST  ,LOUISVILLE,KY,40211,-85.79673363,38.24574724,Industrial,Operating,Permit,283
-85.74462065,38.12924126,O-0230,2016/01/21 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,KELVIN CORPORATION,KELVIN CORPORATION,"Cooperage: One kiln for drying incoming lumber for barrel construction, heated by a 3.28 MMBtu/hr boiler. One baghouse for cleaning exhaust air from wood-working equipment. Fire-pots used for charring barrel interiors and barrel heads.",1103 OUTER LOOP  ,LOUISVILLE,KY,40219,-85.74462065,38.12924126,Industrial,Operating,Permit,284
-85.86782176,38.10778625,O-0231,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,JEFFERSON COUNTY PUBLIC SCHOOL,JEFFERSON COUNTY PUBLIC SCHOOL,,10200 DIXIE HWY  ,LOUISVILLE,KY,40272,-85.86782176,38.10778625,Industrial,Operating,Permit,285
-85.74363125,38.25475543,O-0232,2019/01/31 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,LOUISVILLE DISTILLING CO.,LOUISVILLE DISTILLING CO.,"Distilllery: The distillery is located on 500 East Main Street. The aging warehouse is located at 3430 Seventh Street Road. Louisville Distilling Company LLC is the owner. Plantwide equipment description: one Boiler, four fermentation tanks,two maturation warehouses, nine storage and blending tanks, a cooling tower, grain handling and processing, barrel filling and dumping, bottling line.",500 E MAIN ST  ,LOUISVILLE,KY,40202,-85.74363125,38.25475543,Industrial,Operating,Permit,286
-85.73021107,38.25810319,O-0233,2014/05/13 00:00:00+00,2999/01/01 00:00:00+00,Closed,Industrial Operating Permit,FEDOOP Exempt from STAR,CHALLENGER LIFTS,manufacturer of automobile lifts,Company ceased finishing operations effected September 2016 (see DM#80779).  Location used for storage only,200 CABEL ST  ,LOUISVILLE,KY,40206,-85.73021107,38.25810319,Industrial,Operating,Permit,287
-85.64655531,38.1938047,O-0235,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,VOGT VAULT CO INC,VOGT VAULT CO INC,Cremation Facility,6010 ACTION AVE  ,LOUISVILLE,KY,40218,-85.64655531,38.1938047,Industrial,Operating,Permit,288
-85.68617972,38.24752879,O-0242,2004/07/31 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,THE SOUTHERN BAPTIST THEOLOGICAL SEMINARY,THE SOUTHERN BAPTIST THEOLOGICAL SEMINARY,Seminary with boiler,2825 LEXINGTON RD  ,LOUISVILLE,KY,40206,-85.68617972,38.24752879,Industrial,Operating,Permit,289
-85.78123517,38.24510414,O-0243,2023/05/03 00:00:00+00,2028/05/31 00:00:00+00,Open,Industrial Operating Permit,FEDOOP with STAR,"Heaven Hill Distilleries, Inc.","Heaven Hill Distilleries, Inc.",Bourbon distillery and aging warehouse,1701 W BRECKINRIDGE ST  ,LOUISVILLE,KY,40210,-85.78123517,38.24510414,Industrial,Operating,Permit,290
-85.79272259,38.20832098,O-0244,2018/11/19 00:00:00+00,2023/11/30 00:00:00+00,Open,Industrial Operating Permit,FEDOOP with STAR,Brown-Forman Corporation (Brown-Forman Distillery),Brown-Forman Corporation (Brown-Forman Distillery),"Bourbon whiskey distillery and aging (Bottling done off site).  Bottling of various low-alcohol products.  Billing:  Brown-Forman Distilleries, P.O. Box 1105, Louisville, KY  40201-1105",2921 DIXIE HWY  ,SHIVELY,KY,40216,-85.79272259,38.20832098,Industrial,Operating,Permit,291
-85.82595504,38.23050525,O-0246,2001/11/05 00:00:00+00,2006/11/30 00:00:00+00,Open,Industrial Operating Permit,Exempt,"Midwest Environmental Services, Inc.",Environmental services & used oil recylcing,"Facility opened as Midwest Environmental Services 10/22/2021; Nexeo Solutions closed (2014)",4185 ALGONQUIN PKY  ,LOUISVILLE,KY,40211,-85.82595504,38.23050525,Industrial,Operating,Permit,292
-85.8979448,38.14416272,O-0251,,2999/01/01 00:00:00+00,Closed,Industrial Operating Permit,FEDOOP with STAR,Closed,251 ALLIED READY MIX - PLANT 5,Company closed    Concrete batch plant,7510 CANE RUN RD  ,LOUISVILLE,KY,40258,-85.8979448,38.14416272,Industrial,Operating,Permit,293
-85.72182647,38.17711485,O-0256,2022/06/13 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,KENTUCKY AIR NATIONAL GUARD,KENTUCKY AIR NATIONAL GUARD,Abrasive Blasting,1101 GRADE LN  ,LOUISVILLE,KY,40213,-85.72182647,38.17711485,Industrial,Operating,Permit,294
-85.69345398,38.18999564,O-0262,2004/11/30 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,"LAMINATING SERVICES, INC.",Laminating,DM# 53839,4700 ROBARDS LN  ,LOUISVILLE,KY,40218,-85.69345398,38.18999564,Industrial,Operating,Permit,295
-85.56490939,38.20625139,O-0265,2020/07/16 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,UW Solutions,UW Solutions,woodworking and coating equipment,2600 GRASSLAND DR  ,JEFFERSONTOWN,KY,40299,-85.56490939,38.20625139,Industrial,Operating,Permit,296
-85.76885881,38.24674136,O-0268,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,TARC,TARC,Bus maintenance facility,1000 W BROADWAY  ,LOUISVILLE,KY,40203,-85.76885881,38.24674136,Industrial,Operating,Permit,297
-85.79827227,38.26905831,O-0276,2022/07/01 00:00:00+00,2019/11/30 00:00:00+00,About to Expire,Industrial Operating Permit,FEDOOP Exempt from STAR,"LANNING CHEMICAL CO., INC.","LANNING CHEMICAL CO., INC.",Paint Manufacturing,3000 GRIFFITHS AVE  ,LOUISVILLE,KY,40212,-85.79827227,38.26905831,Industrial,Operating,Permit,298
-85.82857979,38.22283064,O-0283,2013/09/11 00:00:00+00,2018/09/30 00:00:00+00,Open,Industrial Operating Permit,Title V,Zeon Chemicals L.P.,Zeon,"Batch emulsion polymerization plant with three principal products:  nitrile rubber, polyacrylate rubber and SAN resin.",4100 BELLS LN  ,LOUISVILLE,KY,40211,-85.82857979,38.22283064,Industrial,Operating,Permit,299
-85.89029786,38.15247418,O-0286,2016/07/26 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,SAINT - GOBAIN QUARTZ USA,SAINT - GOBAIN QUARTZ USA,This company processes fused quartz yarn,7201 DISTRIBUTION DR  ,LOUISVILLE,KY,40258,-85.89029786,38.15247418,Industrial,Operating,Permit,300
-85.75132332,38.16591029,O-0288,2020/05/28 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,WIRECRAFTERS INC.,"WireCrafters, LLC","Metal coating; Manufactures woven wire partitions",6208 STRAWBERRY LN  ,LOUISVILLE,KY,40214,-85.75132332,38.16591029,Industrial,Operating,Permit,301
-85.76467257,38.18314602,O-1771,2013/09/05 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,AT&T KENTUCKY - 4606 S 2ND,AT&T Mobility,,4606 S 2ND ST  ,LOUISVILLE,KY,40214,-85.76467257,38.18314602,Industrial,Operating,Permit,302
-85.7610964,38.22377477,O-1772,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,AT&T KENTUCKY - 1616 S 3RD,Emergency Generators,,1616 S 3RD ST  ,LOUISVILLE,KY,40208,-85.7610964,38.22377477,Industrial,Operating,Permit,303
-85.56638591,38.20444622,O-1773,2014/05/29 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,KCC MANUFACTURING,KCC Manufacturing,metal coating,2716 GRASSLAND DR  ,JEFFERSONTOWN,KY,40299,-85.56638591,38.20444622,Industrial,Operating,Permit,304
-85.8964879,38.13850922,O-1774,2013/07/31 00:00:00+00,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,LIFE SCIENCE LOGISTICS,Emergency Generator,"Generator removed, one 4.2 MMBTU/hr natural gas boiler, since one insignificant activity, the facility can be exempt.",8001 CANE RUN RD  ,LOUISVILLE,KY,40258,-85.8964879,38.13850922,Industrial,Operating,Permit,305
-85.54959427,38.22105596,O-1775,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,UNITED PARCEL SERVICE,Emergency generator,,11101 BLUEGRASS PKY  ,JEFFERSONTOWN,KY,40299,-85.54959427,38.22105596,Industrial,Operating,Permit,306
-85.7041356,38.15188298,O-1776,2019/09/11 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,LOUISVILLE DRYER COMPANY,"Louisville Dryer Company, Site A","Plantwide process description:  Hotmix Asphalt Equipment Co. makes HMA equipment    Plantwide equipment description:  (2) abrasive cleaner, (1) paint booth, (17) welder, (2) cutter, (2) plasma cutter",1100 INDUSTRIAL BLVD  ,LOUISVILLE,KY,40219,-85.7041356,38.15188298,Industrial,Operating,Permit,307
-85.74918307,38.2410932,O-1777,,,Closed,Industrial Operating Permit,Minor Source,Closed,1777 PREMIERE PUBLISHING,"No permit required PTE less than 5 tpy and 1000 lb of HAPs. Email sent 4/16/2013, DM#55365",325 E BRECKINRIDGE ST  ,LOUISVILLE,KY,40203,-85.74918307,38.2410932,Industrial,Operating,Permit,308
-85.77381423,38.21726796,O-1778,,,Closed,Industrial Operating Permit,Minor Source,DANT CLAYTON,Metal Fabrication and Coating,"This plant needs to be combined with 1649, they send the product back and forth between locations, So everything should be permitted under ID 1649.",1163 ALGONQUIN PKY  ,LOUISVILLE,KY,40208,-85.77381423,38.21726796,Industrial,Operating,Permit,309
-85.56779214,38.22384002,O-1779,,,Closed,Industrial Operating Permit,Minor Source,Closed,1779 INSIGHT KENTUCKY PARTNERS II,"Emergency Generator, PTE less than 5 tpy, no permit required.",10168 LINN STATION RD  ,JEFFERSONTOWN,KY,40223,-85.56779214,38.22384002,Industrial,Operating,Permit,310
-85.77374908,38.26223751,O-1780,,,Closed,Industrial Operating Permit,Minor Source,Closed,1780 LOUISVILLE BIODIESEL LLC,"Biodiesel manufacturing, District denied application, company failed to submitted requested information.  Company will need to resubmit application if they want to continue the project.",1501 PORTLAND AVE  ,LOUISVILLE,KY,40203,-85.77374908,38.26223751,Industrial,Operating,Permit,311
-85.51432099,38.2656522,O-1782,2013/04/30 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,AUTOMOBILE STORAGE SOLUTIONS,Body Shop,,13201 COMPLETE CT  ,LOUISVILLE,KY,40223,-85.51432099,38.2656522,Industrial,Operating,Permit,312
-85.75523316,38.1751237,O-1783,2023/05/01 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,"O'NEAL STEEL, INC",O'Neal Steel,metal fabrication,4800 ALLMOND AVE  ,LOUISVILLE,KY,40214,-85.75523316,38.1751237,Industrial,Operating,Permit,313
-85.89762995,38.08609292,O-1784,2020/08/18 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,METROPOLITAN SEWER DISTRICT,DEREK GUTHRIE Waste Water Treatment Plant,,11621 LOWER RIVER RD  ,LOUISVILLE,KY,40272,-85.89762995,38.08609292,Industrial,Operating,Permit,314
-85.732982,38.24312741,O-1785,2021/06/08 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,Flexential Kentucky LLC,Flexential Louisville Downtown,Emergency Generators,733 BARRET AVE  ,LOUISVILLE,KY,40204,-85.732982,38.24312741,Industrial,Operating,Permit,315
